Source,Target,Type,Id,Label,timeset,Weight,1,2,3,5,6
El Salvador,Pakistan,Undirected,6802,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
El Salvador,Iran,Undirected,6749,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
El Salvador,Thailand,Undirected,6732,,,1,-,"1939  ","1945  ","World War II  ",0
Ecuador,Thailand,Undirected,6810,,,1,-,"1939  ","1945  ","World War II  ",0
Ecuador,Finland,Undirected,6807,,,1,-,"1939  ","1945  ","World War II  ",0
Ecuador,Slovakia,Undirected,6806,,,1,-,"1939  ","1945  ","World War II  ",0
Ecuador,Germany,Undirected,6803,,,1,-,"1939  ","1945  ","World War II  ",0
Estonia,Iran,Undirected,6902,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Estonia,Pakistan,Undirected,6901,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Estonia,Estonia,Undirected,6856,,,1,-,"1918  ","1920  ","Estonian War of IndependencePart of the Russian Civil War  ",0
New Zealand,Pakistan,Undirected,7023,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
New Zealand,Yemen,Undirected,7016,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
New Zealand,North Vietnam,Undirected,6971,,,1,-,"1955  ","1975  ","Vietnam War  ",0
New Zealand,North Korea,Undirected,6965,,,2,-,"1955  ","1975  ","Vietnam War  ",1
New Zealand,Iran,Undirected,6952,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
New Zealand,Soviet Union,Undirected,6946,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Cuba,Saint Vincent and the Grenadines,Undirected,7077,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Cuba,Saint Lucia,Undirected,7076,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Cuba,Barbados,Undirected,7075,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Cuba,Antigua and Barbuda,Undirected,7074,,,1,-,"1983  ","1983  ","Invasion of Grenada  ",0
Cuba,Somalia,Undirected,7073,,,1,-,"1977  ","1978  ","Ethio-Somali War  ",0
Cuba,Israel,Undirected,7068,,,2,-,"1973  ","1973  ","Yom Kippur War  ",1
Cuba,Cuba,Undirected,7065,,,1,-,"1961  ","1961  ","Bay of Pigs Invasion  ",0
Cuba,Democratic Republic of the Congo,Undirected,7064,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Indonesia,Undirected,7063,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Sudan,Undirected,7062,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Guinea,Undirected,7061,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Republic of Ireland,Undirected,7060,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Tunisia,Undirected,7059,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Ghana,Undirected,7058,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Republic of the Congo,Undirected,7057,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Cuba,Liberia,Undirected,7050,,,2,-,"1960  ","1965  ","Congo Crisis  ",1
Cuba,Belgium,Undirected,7039,,,2,-,"1960  ","1965  ","Congo Crisis  ",1
Cuba,Thailand,Undirected,7038,,,1,-,"1939  ","1945  ","World War II  ",0
Cuba,Finland,Undirected,7034,,,1,-,"1939  ","1945  ","World War II  ",0
Cuba,Slovakia,Undirected,7033,,,1,-,"1939  ","1945  ","World War II  ",0
Romania,Libya,Undirected,7251,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Romania,Pakistan,Undirected,7249,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Romania,Thailand,Undirected,7159,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Romania,Iran,Undirected,7139,,,4,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",3
Romania,Philippines,Undirected,7133,,,3,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",2
Romania,Soviet Union,Undirected,7120,,,4,-,"1940  ","1940  ","Soviet occupation of Bessarabia and Northern BukovinaPart of World War II  ",3
Tunisia,Belgium,Undirected,7253,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Sudan,Sudan,Undirected,7312,,,2,-,"2012  ","2012  ","Heglig Crisis  ",1
Sudan,Chad,Undirected,7307,,,1,-,"2003  ","Ongoing  ","War in Darfur  ",0
Sudan,Eritrea,Undirected,7306,,,1,-,"2003  ","Ongoing  ","War in Darfur  ",0
Sudan,Yemen,Undirected,7288,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Sudan,Israel,Undirected,7278,,,1,-,"1967  ","1967  ","Six-Day War  ",0
Belgium,Libya,Undirected,7434,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Belgium,Pakistan,Undirected,7429,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Belgium,Yemen,Undirected,7423,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Belgium,Belgium,Undirected,7379,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,Democratic Republic of the Congo,Undirected,7378,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,Guinea,Undirected,7375,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,Republic of Ireland,Undirected,7374,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,Ghana,Undirected,7373,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,Republic of the Congo,Undirected,7372,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Belgium,North Korea,Undirected,7367,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Belgium,Liberia,Undirected,7354,,,2,-,"1960  ","1965  ","Congo Crisis  ",1
Belgium,Iran,Undirected,7352,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Vietnam,Thailand,Undirected,7441,,,2,-,"1987  ","1988  ","Thai–Laotian Border War  ",1
Vietnam,Philippines,Undirected,7439,,,1,-,"1969  ","Ongoing  ","Insurgency of the Communist Party of the Philippines  ",0
Vietnam,Viet Minh,Undirected,7436,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
Syria,Qatar,Undirected,7483,,,1,-,"2011  ","Ongoing  ","Syrian Civil War  ",0
Syria,Jordan,Undirected,7481,,,1,-,"1970  ","1971  ","Black September in Jordan  ",0
Syria,Israel,Undirected,7473,,,7,-,"1982  ","2000  ","1982 Lebanon WarSecurity Zone conflict  ",6
Syria,Saudi Arabia,Undirected,7469,,,4,-,"2011  ","Ongoing  ","Syrian Civil War  ",3
Syria,Lebanon,Undirected,7467,,,2,-,"2011  ","2017  ","Syrian Civil War spillover in LebanonPart of the Syrian Civil War  ",1
Syria,Turkey,Undirected,7465,,,2,-,"2011  ","Ongoing  ","Syrian Civil War  ",1
Syria,Thailand,Undirected,7455,,,1,-,"1939  ","1945  ","World War II  ",0
Syria,Iraq,Undirected,7451,,,4,-,"2011  ","Ongoing  ","Syrian Civil War  ",3
Syria,Finland,Undirected,7450,,,1,-,"1939  ","1945  ","World War II  ",0
Syria,Slovakia,Undirected,7449,,,1,-,"1939  ","1945  ","World War II  ",0
Syria,Germany,Undirected,7448,,,1,-,"1939  ","1945  ","World War II  ",0
Syria,Syria,Undirected,7444,,,4,-,"1979  ","1982  ","Islamist uprising in Syria  ",3
Macedonia,Iran,Undirected,7541,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Macedonia,Pakistan,Undirected,7540,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Macedonia,Macedonia,Undirected,7484,,,4,-,"1904  ","1908  ","Macedonian Struggle  ",3
Eritrea,Djibouti,Undirected,7544,,,1,-,"2008  ","2008  ","Djiboutian–Eritrean border conflict  ",0
Eritrea,Yemen,Undirected,7543,,,1,-,"1995  ","1995  ","Hanish Islands conflict  ",0
Eritrea,Eritrea,Undirected,7542,,,1,-,"1980  ","1981  ","Second Eritrean Civil War  ",0
Greece,Libya,Undirected,7648,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Greece,Pakistan,Undirected,7643,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Greece,Yemen,Undirected,7636,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Greece,North Korea,Undirected,7594,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Greece,Iran,Undirected,7580,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Greece,Soviet Union,Undirected,7575,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Benin,Iraq,Undirected,7651,,,1,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",0
East Timor,Indonesia,Undirected,7657,,,2,-,"1999  ","2000  ","1999 East Timorese crisis  ",1
San Marino,Thailand,Undirected,7664,,,1,-,"1939  ","1945  ","World War II  ",0
San Marino,Finland,Undirected,7661,,,1,-,"1939  ","1945  ","World War II  ",0
San Marino,Slovakia,Undirected,7660,,,1,-,"1939  ","1945  ","World War II  ",0
San Marino,Germany,Undirected,7659,,,1,-,"1939  ","1945  ","World War II  ",0
Soviet Union,Somalia,Undirected,7720,,,1,-,"1977  ","1978  ","Ethio-Somali War  ",0
Soviet Union,Israel,Undirected,7718,,,1,-,"1967  ","1970  ","War of Attrition  ",0
Soviet Union,Soviet Union,Undirected,7707,,,1,-,"1960  ","1965  ","Congo Crisis  ",0
Soviet Union,South Korea,Undirected,7702,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Soviet Union,Laos,Undirected,7700,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
Soviet Union,Turkey,Undirected,7696,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Soviet Union,Philippines,Undirected,7690,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Soviet Union,Luxembourg,Undirected,7687,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Soviet Union,Thailand,Undirected,7685,,,2,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",1
Soviet Union,Finland,Undirected,7680,,,3,-,"1941  ","1944  ","Continuation WarPart of World War II  ",2
Soviet Union,Slovakia,Undirected,7679,,,1,-,"1939  ","1945  ","World War II  ",0
Soviet Union,Georgia,Undirected,7674,,,1,-,"1924  ","1924  ","August Uprising  ",0
Ukraine,Iran,Undirected,7795,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Ukraine,Pakistan,Undirected,7789,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Ukraine,Yemen,Undirected,7782,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Georgia,Iran,Undirected,7896,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Georgia,Pakistan,Undirected,7894,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Mongolia,Iran,Undirected,7945,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Mongolia,Pakistan,Undirected,7944,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Finland,Pakistan,Undirected,7999,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Finland,Saudi Arabia,Undirected,7964,,,1,-,"1939  ","1945  ","World War II  ",0
Finland,Lebanon,Undirected,7963,,,1,-,"1939  ","1945  ","World War II  ",0
Finland,Liberia,Undirected,7957,,,1,-,"1939  ","1945  ","World War II  ",0
Finland,Iran,Undirected,7955,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Finland,Iraq,Undirected,7954,,,1,-,"1939  ","1945  ","World War II  ",0
Finland,Philippines,Undirected,7953,,,1,-,"1939  ","1945  ","World War II  ",0
Finland,Panama,Undirected,7952,,,1,-,"1939  ","1945  ","World War II  ",0
Latvia,Iran,Undirected,8041,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Latvia,Pakistan,Undirected,8040,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Latvia,Latvia,Undirected,8000,,,2,-,"1918  ","1920  ","Latvian War of IndependencePart of the Russian Civil War  ",1
Azerbaijan,Pakistan,Undirected,8094,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Azerbaijan,Yemen,Undirected,8087,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Azerbaijan,Iran,Undirected,8042,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Germany,Pakistan,Undirected,8191,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Germany,Yemen,Undirected,8184,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Germany,Saudi Arabia,Undirected,8123,,,1,-,"1939  ","1945  ","World War II  ",0
Germany,Lebanon,Undirected,8122,,,1,-,"1939  ","1945  ","World War II  ",0
Germany,Liberia,Undirected,8111,,,1,-,"1939  ","1945  ","World War II  ",0
Germany,Iran,Undirected,8108,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Germany,Iraq,Undirected,8107,,,1,-,"1939  ","1945  ","World War II  ",0
Germany,Philippines,Undirected,8106,,,1,-,"1939  ","1945  ","World War II  ",0
Germany,Panama,Undirected,8105,,,1,-,"1939  ","1945  ","World War II  ",0
Kuwait,Iraq,Undirected,8199,,,1,-,"1990  ","1991  ","Gulf War  ",0
Kuwait,Israel,Undirected,8198,,,1,-,"1967  ","1967  ","Six-Day War  ",0
Iraq,Mozambique,Undirected,8260,,,1,-,"2017  ","Ongoing  ","Islamist insurgency in Mozambique  ",0
Iraq,Chad,Undirected,8259,,,1,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",0
Iraq,Cameroon,Undirected,8258,,,1,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",0
Iraq,Niger,Undirected,8256,,,2,-,"2009  ","Ongoing  ","Boko Haram insurgency  ",1
Iraq,Pakistan,Undirected,8252,,,4,-,"2004  ","Ongoing  ","War in North-West Pakistan  ",3
Iraq,Somalia,Undirected,8249,,,1,-,"1991  ","Ongoing  ","Somali Civil War  ",0
Iraq,Qatar,Undirected,8248,,,1,-,"1990  ","1991  ","Gulf War  ",0
Iraq,Indonesia,Undirected,8245,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Iraq,Malaysia,Undirected,8243,,,2,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",1
Iraq,Israel,Undirected,8237,,,6,-,"2011  ","Ongoing  ","Sinai insurgency  ",5
Iraq,Saudi Arabia,Undirected,8234,,,3,-,"1990  ","1991  ","Gulf War  ",2
Iraq,Lebanon,Undirected,8231,,,3,-,"2011  ","2017  ","Syrian Civil War spillover in LebanonPart of the Syrian Civil War  ",2
Iraq,Turkey,Undirected,8228,,,3,-,"2017  ","2017  ","2017 Iraqi–Kurdish conflictPart of the Iraqi Civil War  ",2
Iraq,Thailand,Undirected,8216,,,1,-,"1939  ","1945  ","World War II  ",0
Iraq,Iraq,Undirected,8210,,,6,-,"2017  ","Ongoing  ","Iraqi insurgency (2017–Present)  ",5
Iraq,Slovakia,Undirected,8209,,,1,-,"1939  ","1945  ","World War II  ",0
Iraq,Philippines,Undirected,8205,,,4,-,"1969  ","Ongoing  ","Moro insurgency in the Philippines  ",3
Iran,Qatar,Undirected,8304,,,1,-,"2011  ","Ongoing  ","Syrian Civil War  ",0
Iran,United Arab Emirates,Undirected,8299,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Tonga,Undirected,8298,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Switzerland,Undirected,8297,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,South Korea,Undirected,8296,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Singapore,Undirected,8295,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Malaysia,Undirected,8294,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Jordan,Undirected,8293,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Iceland,Undirected,8292,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Bosnia and Herzegovina,Undirected,8291,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Bahrain,Undirected,8290,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Iran,Czech Republic,Undirected,8288,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Iran,Pakistan,Undirected,8281,,,1,-,"1996  ","2001  ","Civil war in Afghanistan (1996–2001)  ",0
Iran,Saudi Arabia,Undirected,8278,,,3,-,"2011  ","Ongoing  ","Syrian Civil War  ",2
Iran,Turkey,Undirected,8272,,,5,-,"2011  ","Ongoing  ","Syrian Civil War  ",4
Iran,Luxembourg,Undirected,8267,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Iran,Thailand,Undirected,8266,,,1,-,"1939  ","1945  ","World War II  ",0
Iran,Slovakia,Undirected,8264,,,2,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",1
Iran,Iran,Undirected,8261,,,3,-,"1994  ","1997  ","Iraqi Kurdish Civil War  ",2
Turkey,Libya,Undirected,8399,,,1,-,"2011  ","2011  ","Libyan Civil War (2011)  ",0
Turkey,Pakistan,Undirected,8393,,,3,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",2
Turkey,Yemen,Undirected,8386,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Turkey,Cyprus,Undirected,8334,,,1,-,"1974  ","1974  ","Turkish invasion of Cyprus  ",0
Turkey,North Vietnam,Undirected,8333,,,1,-,"1955  ","1975  ","Vietnam War  ",0
Turkey,North Korea,Undirected,8325,,,2,-,"1955  ","1975  ","Vietnam War  ",1
People's Republic of China,Philippines,Undirected,8401,,,1,-,"1969  ","Ongoing  ","Insurgency of the Communist Party of the Philippines  ",0
Thailand,Yemen,Undirected,8422,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Thailand,Laos,Undirected,8419,,,1,-,"1987  ","1988  ","Thai–Laotian Border War  ",0
Thailand,Thailand,Undirected,8418,,,1,-,"1965  ","1983  ","Communist insurgency in Thailand  ",0
Thailand,North Vietnam,Undirected,8415,,,2,-,"1955  ","1975  ","Vietnam War  ",1
Thailand,North Korea,Undirected,8410,,,2,-,"1955  ","1975  ","Vietnam War  ",1
Thailand,Saudi Arabia,Undirected,8409,,,1,-,"1939  ","1945  ","World War II  ",0
Thailand,Lebanon,Undirected,8408,,,1,-,"1939  ","1945  ","World War II  ",0
Thailand,Liberia,Undirected,8407,,,1,-,"1939  ","1945  ","World War II  ",0
Thailand,Panama,Undirected,8404,,,1,-,"1939  ","1945  ","World War II  ",0
Saudi Arabia,Israel,Undirected,8452,,,1,-,"1967  ","1967  ","Six-Day War  ",0
Saudi Arabia,Slovakia,Undirected,8445,,,1,-,"1939  ","1945  ","World War II  ",0
Yemen,Uzbekistan,Undirected,8491,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Uganda,Undirected,8490,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Turkmenistan,Undirected,8489,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Tajikistan,Undirected,8488,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,South Korea,Undirected,8487,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Singapore,Undirected,8486,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Pakistan,Undirected,8485,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Malaysia,Undirected,8484,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Kyrgyzstan,Undirected,8483,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Kazakhstan,Undirected,8482,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Indonesia,Undirected,8481,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Kenya,Undirected,8480,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Seychelles,Undirected,8479,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Somalia,Undirected,8478,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Djibouti,Undirected,8477,,,1,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Horn of Africa  ",0
Yemen,Jordan,Undirected,8475,,,2,-,"1998  ","Ongoing  ","Al-Qaeda insurgency in Yemen  ",1
Slovakia,Pakistan,Undirected,8523,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Slovakia,Lebanon,Undirected,8498,,,1,-,"1939  ","1945  ","World War II  ",0
Slovakia,Liberia,Undirected,8497,,,1,-,"1939  ","1945  ","World War II  ",0
Slovakia,Philippines,Undirected,8496,,,1,-,"1939  ","1945  ","World War II  ",0
Slovakia,Panama,Undirected,8495,,,1,-,"1939  ","1945  ","World War II  ",0
Luxembourg,Pakistan,Undirected,8555,,,1,-,"2002  ","Ongoing  ","Taliban insurgency Part of the War in Afghanistan (2001–2014), War in Afghanistan (1978–present), War in Afghanistan (2015–present) and War on Terrorism  ",0
Luxembourg,North Korea,Undirected,8529,,,1,-,"1950  ","1953  ","Korean War  Part of the Korean conflict  ",0
Philippines,Philippines,Undirected,8571,,,2,-,"2002  ","Ongoing  ","Operation Enduring Freedom – Philippines  ",1
Philippines,Libya,Undirected,8564,,,1,-,"1969  ","Ongoing  ","Insurgency of the Communist Party of the Philippines  ",0
Philippines,North Korea,Undirected,8561,,,2,-,"1969  ","Ongoing  ","Insurgency of the Communist Party of the Philippines  ",1
Liberia,Niger,Undirected,8588,,,1,-,"1991  ","2002  ","Sierra Leone Civil War  ",0
Liberia,Sierra Leone,Undirected,8587,,,1,-,"1991  ","2002  ","Sierra Leone Civil War  ",0
Liberia,Liberia,Undirected,8584,,,3,-,"1999  ","2003  ","Second Liberian Civil War  ",2
Lebanon,Israel,Undirected,8589,,,1,-,"1948  ","1949  ","1948 Arab–Israeli War  Part of the Arab–Israeli conflict  ",0
Viet Minh,Laos,Undirected,8590,,,1,-,"1946  ","1955  ","First Indochina War Indochina Wars  ",0
