SourceID,TargetID,relation,year_start,year_end
United States,United Kingdom,+,2003,2011
United States,United Kingdom,+,2006,2009
United States,United Kingdom,+,2009,Ongoing
United States,United Kingdom,+,2011,2011
United States,United States,-,1887,1895
United States,Empire of Japan,-,1887,1895
United States,Empire of Japan,+,1887,1895
United States,Empire of Japan,+,1899,1901
United States,Empire of Japan,+,1914,1918
United States,Empire of Japan,-,1937,1945
United States,Empire of Japan,-,1939,1945
United States,Russian Empire,+,1899,1901
United States,Russian Empire,+,1914,1918
United States,British Empire,+,1899,1901
United States,British Empire,+,1914,1918
United States,British Empire,+,1939,1945
United States,Brazil,-,1899,1903
United States,Brazil,+,1914,1918
United States,Brazil,+,1939,1945
United States,Brazil,+,1965,1966
United States,Kingdom of Italy,+,1914,1918
United States,Kingdom of Italy,-,1939,1945
United States,Kingdom of Italy,+,1939,1945
United States,India,+,1914,1918
United States,India,+,1950,1953
United States,India,+,1960,1965
United States,India,+,1996,2006
United States,India,+,2002,Ongoing
United States,India,+,2002,Ongoing
United States,Canada,+,1914,1918
United States,Canada,+,1939,1945
United States,Canada,+,1950,1953
United States,Canada,+,1960,1965
United States,Canada,+,1990,1991
United States,Canada,+,2001,Ongoing
United States,Canada,+,2002,Ongoing
United States,Canada,+,2002,Ongoing
United States,Canada,+,2007,Ongoing
United States,Canada,+,2009,Ongoing
United States,Canada,+,2011,2011
United States,Australia,+,1914,1918
United States,Australia,+,1939,1945
United States,Australia,+,1950,1953
United States,Australia,+,1955,1975
United States,Australia,+,1969,Ongoing
United States,Australia,+,1990,1991
United States,Australia,+,2001,Ongoing
United States,Australia,+,2001,Ongoing
United States,Australia,+,2002,Ongoing
United States,Australia,+,2002,Ongoing
United States,Australia,+,2002,Ongoing
United States,Australia,+,2003,2011
United States,New Zealand,+,1914,1918
United States,New Zealand,+,1939,1945
United States,New Zealand,+,1950,1953
United States,New Zealand,+,2001,Ongoing
United States,New Zealand,+,2002,Ongoing
United States,New Zealand,+,2002,Ongoing
United States,Albania,+,1914,1918
United States,Albania,+,1939,1945
United States,Albania,+,2001,Ongoing
United States,Albania,+,2002,Ongoing
United States,Armenia,+,1914,1918
United States,Armenia,+,2001,Ongoing
United States,Armenia,+,2002,Ongoing
United States,Haiti,-,1915,1934
United States,Haiti,+,1939,1945
United States,Nazi Germany,-,1939,1945
United States,Hungary,-,1939,1945
United States,Hungary,-,1950,1953
United States,Hungary,+,2001,Ongoing
United States,Hungary,+,2002,Ongoing
United States,Bulgaria,-,1939,1945
United States,Bulgaria,+,1939,1945
United States,Bulgaria,-,1950,1953
United States,Bulgaria,+,2001,Ongoing
United States,Bulgaria,+,2002,Ongoing
United States,Bulgaria,+,2011,2011
United States,Slovakia,-,1939,1945
United States,Slovakia,+,2001,Ongoing
United States,Slovakia,+,2002,Ongoing
United States,Finland,-,1939,1945
United States,Finland,+,2001,Ongoing
United States,Finland,+,2002,Ongoing
United States,Thailand,-,1939,1945
United States,Thailand,+,1950,1953
United States,Thailand,+,1955,1975
United States,Thailand,+,2002,Ongoing
United States,Poland,+,1939,1945
United States,Poland,-,1950,1953
United States,Poland,+,2001,Ongoing
United States,Poland,+,2002,Ongoing
United States,Poland,+,2003,2011
United States,Belgium,+,1939,1945
United States,Belgium,+,1950,1953
United States,Belgium,-,1960,1965
United States,Belgium,+,2001,Ongoing
United States,Belgium,+,2002,Ongoing
United States,Belgium,+,2002,Ongoing
United States,Belgium,+,2011,2011
United States,Luxembourg,+,1939,1945
United States,Luxembourg,+,1950,1953
United States,Luxembourg,+,2001,Ongoing
United States,Luxembourg,+,2002,Ongoing
United States,Soviet Union,+,1939,1945
United States,Soviet Union,-,1942,1954
United States,Soviet Union,-,1946,1955
United States,Soviet Union,-,1950,1953
United States,Soviet Union,-,1960,1965
United States,Soviet Union,+,1960,1965
United States,Soviet Union,-,1975,2002
United States,Panama,+,1939,1945
United States,Panama,-,1989,1990
United States,Costa Rica,+,1939,1945
United States,Costa Rica,+,1965,1966
United States,Dominican Republic,+,1939,1945
United States,Dominican Republic,-,1965,1966
United States,El Salvador,+,1939,1945
United States,El Salvador,+,2001,Ongoing
United States,El Salvador,+,2002,Ongoing
United States,Honduras,+,1939,1945
United States,Honduras,+,1965,1966
United States,Nicaragua,+,1939,1945
United States,Nicaragua,+,1965,1966
United States,Guatemala,+,1939,1945
United States,Cuba,+,1939,1945
United States,Cuba,-,1960,1965
United States,Cuba,-,1961,1961
United States,Cuba,-,1975,2002
United States,Cuba,-,1983,1983
United States,Philippines,+,1939,1945
United States,Philippines,+,1950,1953
United States,Philippines,+,1969,Ongoing
United States,Philippines,+,1969,Ongoing
United States,Ethiopia,+,1939,1945
United States,Ethiopia,+,1950,1953
United States,Ethiopia,+,2002,Ongoing
United States,Ethiopia,-,2006,2009
United States,Ethiopia,+,2006,2009
United States,Iraq,+,1939,1945
United States,Iraq,-,1990,1991
United States,Iraq,-,1994,1997
United States,Iraq,-,2003,2011
United States,Bolivia,+,1939,1945
United States,Colombia,+,1939,1945
United States,Colombia,+,1950,1953
United States,Iran,+,1939,1945
United States,Iran,-,1994,1997
United States,Iran,+,1998,Ongoing
United States,Iran,-,2002,Ongoing
United States,Iran,-,2002,Ongoing
United States,Iran,+,2009,Ongoing
United States,Liberia,+,1939,1945
United States,Liberia,+,1960,1965
United States,Peru,+,1939,1945
United States,Ecuador,+,1939,1945
United States,Paraguay,+,1939,1945
United States,Paraguay,+,1965,1966
United States,Uruguay,+,1939,1945
United States,Venezuela,+,1939,1945
United States,Turkey,+,1939,1945
United States,Turkey,+,1950,1953
United States,Turkey,-,1994,1997
United States,Turkey,+,2001,Ongoing
United States,Turkey,+,2001,Ongoing
United States,Turkey,+,2002,Ongoing
United States,Turkey,+,2002,Ongoing
United States,Turkey,+,2002,Ongoing
United States,Turkey,+,2011,2011
United States,Egypt,+,1939,1945
United States,Egypt,-,1969,Ongoing
United States,Egypt,+,1990,1991
United States,Lebanon,+,1939,1945
United States,Syria,+,1939,1945
United States,Syria,-,1975,1990
United States,Syria,+,1975,1990
United States,Syria,+,1990,1991
United States,Saudi Arabia,+,1939,1945
United States,Saudi Arabia,+,1990,1991
United States,Saudi Arabia,+,1998,Ongoing
United States,Argentina,+,1939,1945
United States,Japan,-,1942,1954
United States,Japan,+,1969,Ongoing
United States,Japan,+,2002,Ongoing
United States,North Korea,-,1950,1953
United States,North Korea,-,1955,1975
United States,North Korea,-,1966,1969
United States,North Korea,-,1969,Ongoing
United States,Romania,-,1950,1953
United States,Romania,+,2001,Ongoing
United States,Romania,+,2001,Ongoing
United States,Romania,+,2002,Ongoing
United States,Romania,+,2002,Ongoing
United States,Romania,+,2011,2011
United States,South Korea,+,1950,1953
United States,South Korea,+,1955,1975
United States,South Korea,+,2001,Ongoing
United States,South Korea,+,2002,Ongoing
United States,South Korea,+,2002,Ongoing
United States,South Korea,+,2003,2011
United States,Greece,+,1950,1953
United States,Greece,+,2001,Ongoing
United States,Greece,+,2002,Ongoing
United States,Greece,+,2002,Ongoing
United States,Greece,+,2011,2011
United States,Italy,+,1950,1953
United States,Italy,+,1990,1991
United States,Italy,+,2001,Ongoing
United States,Italy,+,2001,Ongoing
United States,Italy,+,2002,Ongoing
United States,Italy,+,2002,Ongoing
United States,Italy,+,2002,Ongoing
United States,Italy,+,2003,2011
United States,Italy,+,2011,2011
United States,Republic of the Congo,+,1960,1965
United States,Ghana,+,1960,1965
United States,Tunisia,+,1960,1965
United States,Tunisia,+,2007,Ongoing
United States,Morocco,+,1960,1965
United States,Morocco,+,1998,Ongoing
United States,Morocco,+,2007,Ongoing
United States,Republic of Ireland,+,1960,1965
United States,Guinea,+,1960,1965
United States,Mali,+,1960,1965
United States,Mali,+,2007,Ongoing
United States,Sudan,+,1960,1965
United States,Sudan,+,2002,Ongoing
United States,Indonesia,+,1960,1965
United States,Indonesia,+,1969,Ongoing
United States,Indonesia,+,1969,Ongoing
United States,Indonesia,-,1996,2006
United States,Indonesia,+,2002,Ongoing
United States,People's Republic of China,-,1969,Ongoing
United States,Vietnam,-,1969,Ongoing
United States,Vietnam,-,1975,2002
United States,Vietnam,-,1975,1989
United States,Vietnam,-,1975,Ongoing
United States,Libya,-,1969,Ongoing
United States,Malaysia,-,1969,Ongoing
United States,Malaysia,+,1969,Ongoing
United States,Malaysia,+,1969,Ongoing
United States,Malaysia,+,2001,Ongoing
United States,Malaysia,+,2002,Ongoing
United States,Malaysia,+,2002,Ongoing
United States,Israel,+,1975,1990
United States,Laos,-,1975,Ongoing
United States,Grenada,-,1983,1983
United States,Antigua and Barbuda,+,1983,1983
United States,Barbados,+,1983,1983
United States,Dominica,+,1983,1983
United States,Jamaica,+,1983,1983
United States,Saint Lucia,+,1983,1983
United States,Kuwait,+,1990,1991
United States,Austria,+,2001,Ongoing
United States,Austria,+,2002,Ongoing
United States,Azerbaijan,+,2001,Ongoing
United States,Azerbaijan,+,2002,Ongoing
United States,Azerbaijan,+,2002,Ongoing
United States,Bahrain,+,2001,Ongoing
United States,Bahrain,+,2002,Ongoing
United States,Bosnia and Herzegovina,+,2001,Ongoing
United States,Bosnia and Herzegovina,+,2002,Ongoing
United States,Croatia,+,2001,Ongoing
United States,Croatia,+,2002,Ongoing
United States,Croatia,+,2002,Ongoing
United States,Czech Republic,+,2001,Ongoing
United States,Czech Republic,+,2001,Ongoing
United States,Czech Republic,+,2002,Ongoing
United States,Czech Republic,+,2002,Ongoing
United States,Estonia,+,2001,Ongoing
United States,Estonia,+,2002,Ongoing
United States,Georgia,+,2001,Ongoing
United States,Georgia,+,2001,Ongoing
United States,Georgia,+,2002,Ongoing
United States,Georgia,+,2002,Ongoing
United States,Georgia,+,2003,2011
United States,Germany,+,2001,Ongoing
United States,Germany,+,2001,Ongoing
United States,Germany,+,2002,Ongoing
United States,Germany,+,2002,Ongoing
United States,Germany,+,2002,Ongoing
United States,Germany,+,2007,Ongoing
United States,Iceland,+,2001,Ongoing
United States,Iceland,+,2002,Ongoing
United States,Jordan,+,2001,Ongoing
United States,Jordan,+,2002,Ongoing
United States,Jordan,+,2011,2011
United States,Latvia,+,2001,Ongoing
United States,Latvia,+,2002,Ongoing
United States,Lithuania,+,2001,Ongoing
United States,Lithuania,+,2002,Ongoing
United States,Mongolia,+,2001,Ongoing
United States,Mongolia,+,2002,Ongoing
United States,Montenegro,+,2001,Ongoing
United States,Montenegro,+,2002,Ongoing
United States,Singapore,+,2001,Ongoing
United States,Singapore,+,2002,Ongoing
United States,Singapore,+,2002,Ongoing
United States,Slovenia,+,2001,Ongoing
United States,Slovenia,+,2002,Ongoing
United States,Switzerland,+,2001,Ongoing
United States,Switzerland,+,2002,Ongoing
United States,Tonga,+,2001,Ongoing
United States,Tonga,+,2002,Ongoing
United States,Ukraine,+,2001,Ongoing
United States,Ukraine,+,2002,Ongoing
United States,Ukraine,+,2002,Ongoing
United States,Ukraine,+,2003,2011
United States,United Arab Emirates,+,2001,Ongoing
United States,United Arab Emirates,+,2002,Ongoing
United States,Djibouti,+,2002,Ongoing
United States,Somalia,+,2002,Ongoing
United States,Seychelles,+,2002,Ongoing
United States,Kenya,+,2002,Ongoing
United States,Kenya,+,2006,2009
United States,Kazakhstan,+,2002,Ongoing
United States,Kyrgyzstan,+,2002,Ongoing
United States,Pakistan,+,2002,Ongoing
United States,Pakistan,-,2002,Ongoing
United States,Pakistan,-,2002,Ongoing
United States,Russia,+,2002,Ongoing
United States,Russia,-,2003,Ongoing
United States,Tajikistan,+,2002,Ongoing
United States,Turkmenistan,+,2002,Ongoing
United States,Uganda,+,2002,Ongoing
United States,Uganda,+,2006,2009
United States,Afghanistan,+,2002,Ongoing
United States,Eritrea,+,2003,Ongoing
United States,Burundi,+,2006,2009
United States,Algeria,+,2007,Ongoing
United States,Mauritania,+,2007,Ongoing
United States,Burkina Faso,+,2007,Ongoing
United States,Chad,+,2007,Ongoing
United States,Chad,+,2009,Ongoing
United States,Niger,+,2007,Ongoing
United States,Niger,+,2009,Ongoing
United States,Nigeria,+,2007,Ongoing
United States,Nigeria,+,2009,Ongoing
United States,Senegal,+,2007,Ongoing
United States,Cameroon,+,2009,Ongoing
United States,Benin,+,2009,Ongoing
United States,Qatar,+,2011,2011
Egypt,British Empire,-,1807,1807
Egypt,British Empire,-,1839,1841
Egypt,British Empire,+,1881,1899
Egypt,British Empire,+,1939,1945
Egypt,Russian Empire,-,1831,1833
Egypt,Russian Empire,-,1839,1841
Egypt,Italy,+,1881,1899
Egypt,Italy,+,1990,1991
Egypt,Nazi Germany,-,1939,1945
Egypt,Kingdom of Italy,-,1939,1945
Egypt,Kingdom of Italy,+,1939,1945
Egypt,Hungary,-,1939,1945
Egypt,Empire of Japan,-,1939,1945
Egypt,Bulgaria,-,1939,1945
Egypt,Bulgaria,+,1939,1945
Egypt,Slovakia,-,1939,1945
Egypt,Finland,-,1939,1945
Egypt,Thailand,-,1939,1945
Egypt,Poland,+,1939,1945
Egypt,Australia,+,1939,1945
Egypt,Australia,-,1969,Ongoing
Egypt,Australia,+,1990,1991
Egypt,New Zealand,+,1939,1945
Egypt,Canada,+,1939,1945
Egypt,Canada,+,1990,1991
Egypt,Belgium,+,1939,1945
Egypt,Luxembourg,+,1939,1945
Egypt,Soviet Union,+,1939,1945
Egypt,Soviet Union,+,1967,1970
Egypt,Panama,+,1939,1945
Egypt,Costa Rica,+,1939,1945
Egypt,Dominican Republic,+,1939,1945
Egypt,El Salvador,+,1939,1945
Egypt,Haiti,+,1939,1945
Egypt,Honduras,+,1939,1945
Egypt,Nicaragua,+,1939,1945
Egypt,Guatemala,+,1939,1945
Egypt,Cuba,+,1939,1945
Egypt,Cuba,+,1967,1970
Egypt,Cuba,+,1973,1973
Egypt,Philippines,+,1939,1945
Egypt,Philippines,-,1969,Ongoing
Egypt,Brazil,+,1939,1945
Egypt,Ethiopia,+,1939,1945
Egypt,Iraq,+,1939,1945
Egypt,Iraq,+,1948,1949
Egypt,Iraq,+,1967,1967
Egypt,Iraq,+,1973,1973
Egypt,Iraq,-,1990,1991
Egypt,Bolivia,+,1939,1945
Egypt,Colombia,+,1939,1945
Egypt,Iran,+,1939,1945
Egypt,Liberia,+,1939,1945
Egypt,Peru,+,1939,1945
Egypt,Albania,+,1939,1945
Egypt,Ecuador,+,1939,1945
Egypt,Paraguay,+,1939,1945
Egypt,Uruguay,+,1939,1945
Egypt,Venezuela,+,1939,1945
Egypt,Turkey,+,1939,1945
Egypt,Lebanon,+,1939,1945
Egypt,Syria,+,1939,1945
Egypt,Syria,+,1948,1949
Egypt,Syria,+,1967,1967
Egypt,Syria,+,1973,1973
Egypt,Syria,+,1990,1991
Egypt,Saudi Arabia,+,1939,1945
Egypt,Saudi Arabia,-,1962,1970
Egypt,Saudi Arabia,+,1967,1967
Egypt,Saudi Arabia,+,1990,1991
Egypt,Argentina,+,1939,1945
Egypt,Israel,-,1948,1949
Egypt,Israel,-,1956,1956
Egypt,Israel,-,1967,1967
Egypt,Israel,-,1967,1970
Egypt,Israel,-,1973,1973
Egypt,United Kingdom,-,1956,1956
Egypt,United Kingdom,-,1962,1970
Egypt,United Kingdom,+,1990,1991
Egypt,Jordan,-,1962,1970
Egypt,Jordan,+,1967,1967
Egypt,Jordan,+,1967,1970
Egypt,Jordan,+,1973,1973
Egypt,Morocco,+,1967,1967
Egypt,Morocco,+,1977,1977
Egypt,Algeria,+,1967,1967
Egypt,Algeria,+,1973,1973
Egypt,Libya,+,1967,1967
Egypt,Libya,-,1977,1977
Egypt,Kuwait,+,1967,1967
Egypt,Kuwait,+,1990,1991
Egypt,Tunisia,+,1967,1967
Egypt,Malaysia,-,1969,Ongoing
Egypt,Malaysia,-,1969,Ongoing
Egypt,Indonesia,-,1969,Ongoing
Egypt,Indonesia,-,1969,Ongoing
Egypt,Japan,-,1969,Ongoing
Austria,Russian Empire,-,1812,1812
Austria,Albania,+,2001,Ongoing
Austria,Albania,+,2002,Ongoing
Austria,Armenia,+,2001,Ongoing
Austria,Armenia,+,2002,Ongoing
Austria,Australia,+,2001,Ongoing
Austria,Australia,+,2001,Ongoing
Austria,Australia,+,2002,Ongoing
Austria,Australia,+,2002,Ongoing
Austria,Azerbaijan,+,2001,Ongoing
Austria,Azerbaijan,+,2002,Ongoing
Austria,Bahrain,+,2001,Ongoing
Austria,Bahrain,+,2002,Ongoing
Austria,Belgium,+,2001,Ongoing
Austria,Belgium,+,2002,Ongoing
Austria,Bosnia and Herzegovina,+,2001,Ongoing
Austria,Bosnia and Herzegovina,+,2002,Ongoing
Austria,Bulgaria,+,2001,Ongoing
Austria,Bulgaria,+,2002,Ongoing
Austria,Canada,+,2001,Ongoing
Austria,Canada,+,2002,Ongoing
Austria,Croatia,+,2001,Ongoing
Austria,Croatia,+,2002,Ongoing
Austria,Croatia,+,2002,Ongoing
Austria,Czech Republic,+,2001,Ongoing
Austria,Czech Republic,+,2001,Ongoing
Austria,Czech Republic,+,2002,Ongoing
Austria,Czech Republic,+,2002,Ongoing
Austria,El Salvador,+,2001,Ongoing
Austria,El Salvador,+,2002,Ongoing
Austria,Estonia,+,2001,Ongoing
Austria,Estonia,+,2002,Ongoing
Austria,Finland,+,2001,Ongoing
Austria,Finland,+,2002,Ongoing
Austria,Georgia,+,2001,Ongoing
Austria,Georgia,+,2001,Ongoing
Austria,Georgia,+,2002,Ongoing
Austria,Georgia,+,2002,Ongoing
Austria,Germany,+,2001,Ongoing
Austria,Germany,+,2001,Ongoing
Austria,Germany,+,2002,Ongoing
Austria,Germany,+,2002,Ongoing
Austria,Greece,+,2001,Ongoing
Austria,Greece,+,2002,Ongoing
Austria,Hungary,+,2001,Ongoing
Austria,Hungary,+,2002,Ongoing
Austria,Iceland,+,2001,Ongoing
Austria,Iceland,+,2002,Ongoing
Austria,Italy,+,2001,Ongoing
Austria,Italy,+,2001,Ongoing
Austria,Italy,+,2002,Ongoing
Austria,Italy,+,2002,Ongoing
Austria,Jordan,+,2001,Ongoing
Austria,Jordan,+,2002,Ongoing
Austria,Latvia,+,2001,Ongoing
Austria,Latvia,+,2002,Ongoing
Austria,Lithuania,+,2001,Ongoing
Austria,Lithuania,+,2002,Ongoing
Austria,Luxembourg,+,2001,Ongoing
Austria,Luxembourg,+,2002,Ongoing
Austria,Malaysia,+,2001,Ongoing
Austria,Malaysia,+,2002,Ongoing
Austria,Mongolia,+,2001,Ongoing
Austria,Mongolia,+,2002,Ongoing
Austria,Montenegro,+,2001,Ongoing
Austria,Montenegro,+,2002,Ongoing
Austria,New Zealand,+,2001,Ongoing
Austria,New Zealand,+,2002,Ongoing
Austria,Poland,+,2001,Ongoing
Austria,Poland,+,2002,Ongoing
Austria,Romania,+,2001,Ongoing
Austria,Romania,+,2001,Ongoing
Austria,Romania,+,2002,Ongoing
Austria,Romania,+,2002,Ongoing
Austria,Singapore,+,2001,Ongoing
Austria,Singapore,+,2002,Ongoing
Austria,Slovakia,+,2001,Ongoing
Austria,Slovakia,+,2002,Ongoing
Austria,Slovenia,+,2001,Ongoing
Austria,Slovenia,+,2002,Ongoing
Austria,South Korea,+,2001,Ongoing
Austria,South Korea,+,2002,Ongoing
Austria,Switzerland,+,2001,Ongoing
Austria,Switzerland,+,2002,Ongoing
Austria,Tonga,+,2001,Ongoing
Austria,Tonga,+,2002,Ongoing
Austria,Turkey,+,2001,Ongoing
Austria,Turkey,+,2001,Ongoing
Austria,Turkey,+,2002,Ongoing
Austria,Turkey,+,2002,Ongoing
Austria,Ukraine,+,2001,Ongoing
Austria,Ukraine,+,2002,Ongoing
Austria,United Arab Emirates,+,2001,Ongoing
Austria,United Arab Emirates,+,2002,Ongoing
Austria,United Kingdom,+,2001,Ongoing
Austria,United Kingdom,+,2001,Ongoing
Austria,United Kingdom,+,2002,Ongoing
Austria,United Kingdom,+,2002,Ongoing
Austria,Pakistan,-,2002,Ongoing
Austria,Iran,-,2002,Ongoing
Austria,Afghanistan,+,2002,Ongoing
Austria,India,+,2002,Ongoing
Cambodia,Soviet Union,-,1946,1955
Cambodia,Thailand,-,2008,2012
Russia,Italy,-,1806,1807
Russia,Italy,+,2002,Ongoing
Russia,United Kingdom,+,1806,1807
Russia,United Kingdom,+,2002,Ongoing
Russia,Georgia,-,1991,1992
Russia,Georgia,-,1992,1993
Russia,Georgia,-,2008,2008
Russia,Afghanistan,-,1992,1997
Russia,Tajikistan,+,1992,1997
Russia,Tajikistan,+,2002,Ongoing
Russia,Azerbaijan,-,1994,Ongoing
Russia,Azerbaijan,+,2002,Ongoing
Russia,Turkey,-,1994,Ongoing
Russia,Turkey,+,2002,Ongoing
Russia,Belgium,+,2002,Ongoing
Russia,Canada,+,2002,Ongoing
Russia,Germany,+,2002,Ongoing
Russia,Greece,+,2002,Ongoing
Russia,Djibouti,+,2002,Ongoing
Russia,Somalia,+,2002,Ongoing
Russia,Ethiopia,+,2002,Ongoing
Russia,Sudan,+,2002,Ongoing
Russia,Seychelles,+,2002,Ongoing
Russia,Kenya,+,2002,Ongoing
Russia,Australia,+,2002,Ongoing
Russia,India,+,2002,Ongoing
Russia,Indonesia,+,2002,Ongoing
Russia,Japan,+,2002,Ongoing
Russia,Kazakhstan,+,2002,Ongoing
Russia,Kyrgyzstan,+,2002,Ongoing
Russia,Malaysia,+,2002,Ongoing
Russia,New Zealand,+,2002,Ongoing
Russia,Pakistan,+,2002,Ongoing
Russia,Singapore,+,2002,Ongoing
Russia,South Korea,+,2002,Ongoing
Russia,Thailand,+,2002,Ongoing
Russia,Turkmenistan,+,2002,Ongoing
Russia,Uganda,+,2002,Ongoing
Russia,Ukraine,+,2002,Ongoing
Russia,Ukraine,-,2003,2005
Russia,Bulgaria,+,2002,2007
Russia,Eritrea,-,2003,Ongoing
Russia,Chad,-,2003,Ongoing
British Empire,Russian Empire,+,1839,1841
British Empire,Russian Empire,-,1853,1856
British Empire,Russian Empire,+,1899,1901
British Empire,Russian Empire,+,1914,1918
British Empire,French Empire,+,1853,1856
British Empire,Nicaragua,-,1856,1857
British Empire,Nicaragua,+,1939,1945
British Empire,Bhutan,-,1864,1865
British Empire,Afghanistan,-,1878,1880
British Empire,Afghanistan,-,1919,1919
British Empire,Italy,+,1881,1899
British Empire,Empire of Japan,+,1899,1901
British Empire,Empire of Japan,+,1914,1918
British Empire,Empire of Japan,-,1937,1945
British Empire,Empire of Japan,-,1939,1945
British Empire,Australia,+,1899,1902
British Empire,Australia,+,1914,1918
British Empire,Australia,+,1939,1945
British Empire,Canada,+,1899,1902
British Empire,Canada,+,1914,1918
British Empire,Canada,+,1939,1945
British Empire,Kingdom of Italy,+,1914,1918
British Empire,Kingdom of Italy,-,1939,1945
British Empire,Kingdom of Italy,+,1939,1945
British Empire,India,+,1914,1918
British Empire,New Zealand,+,1914,1918
British Empire,New Zealand,+,1939,1945
British Empire,Albania,+,1914,1918
British Empire,Albania,+,1939,1945
British Empire,Brazil,+,1914,1918
British Empire,Brazil,+,1939,1945
British Empire,Armenia,+,1914,1918
British Empire,Nazi Germany,-,1939,1945
British Empire,Hungary,-,1939,1945
British Empire,Bulgaria,-,1939,1945
British Empire,Bulgaria,+,1939,1945
British Empire,Slovakia,-,1939,1945
British Empire,Finland,-,1939,1945
British Empire,Thailand,-,1939,1945
British Empire,Poland,+,1939,1945
British Empire,Belgium,+,1939,1945
British Empire,Luxembourg,+,1939,1945
British Empire,Soviet Union,+,1939,1945
British Empire,Panama,+,1939,1945
British Empire,Costa Rica,+,1939,1945
British Empire,Dominican Republic,+,1939,1945
British Empire,El Salvador,+,1939,1945
British Empire,Haiti,+,1939,1945
British Empire,Honduras,+,1939,1945
British Empire,Guatemala,+,1939,1945
British Empire,Cuba,+,1939,1945
British Empire,Philippines,+,1939,1945
British Empire,Ethiopia,+,1939,1945
British Empire,Iraq,+,1939,1945
British Empire,Bolivia,+,1939,1945
British Empire,Colombia,+,1939,1945
British Empire,Iran,+,1939,1945
British Empire,Liberia,+,1939,1945
British Empire,Peru,+,1939,1945
British Empire,Ecuador,+,1939,1945
British Empire,Paraguay,+,1939,1945
British Empire,Uruguay,+,1939,1945
British Empire,Venezuela,+,1939,1945
British Empire,Turkey,+,1939,1945
British Empire,Lebanon,+,1939,1945
British Empire,Syria,+,1939,1945
British Empire,Saudi Arabia,+,1939,1945
British Empire,Argentina,+,1939,1945
Russian Empire,Georgia,+,1722,1723
Russian Empire,Italy,-,1803,1806
Russian Empire,Italy,-,1812,1812
Russian Empire,United Kingdom,+,1803,1806
Russian Empire,United Kingdom,-,1807,1812
Russian Empire,United Kingdom,+,1815,1815
Russian Empire,French Empire,-,1812,1812
Russian Empire,French Empire,-,1853,1856
Russian Empire,Kingdom of Italy,-,1812,1814
Russian Empire,Kingdom of Italy,+,1914,1918
Russian Empire,Hungary,-,1848,1849
Russian Empire,Serbia,+,1877,1878
Russian Empire,Romania,+,1877,1878
Russian Empire,Empire of Japan,+,1899,1901
Russian Empire,Empire of Japan,-,1904,1905
Russian Empire,Empire of Japan,+,1914,1918
Russian Empire,India,+,1914,1918
Russian Empire,Canada,+,1914,1918
Russian Empire,Australia,+,1914,1918
Russian Empire,New Zealand,+,1914,1918
Russian Empire,Albania,+,1914,1918
Russian Empire,Brazil,+,1914,1918
Russian Empire,Armenia,+,1914,1918
Russian Empire,Afghanistan,-,1916,1934
Oman,Iran,+,1962,1976
Oman,United Kingdom,+,1962,1976
Georgia,Albania,+,2001,Ongoing
Georgia,Albania,+,2001,Ongoing
Georgia,Albania,+,2002,Ongoing
Georgia,Albania,+,2002,Ongoing
Georgia,Armenia,+,2001,Ongoing
Georgia,Armenia,+,2001,Ongoing
Georgia,Armenia,+,2002,Ongoing
Georgia,Armenia,+,2002,Ongoing
Georgia,Australia,+,2001,Ongoing
Georgia,Australia,+,2001,Ongoing
Georgia,Australia,+,2001,Ongoing
Georgia,Australia,+,2001,Ongoing
Georgia,Australia,+,2002,Ongoing
Georgia,Australia,+,2002,Ongoing
Georgia,Australia,+,2002,Ongoing
Georgia,Australia,+,2002,Ongoing
Georgia,Australia,+,2003,2011
Georgia,Azerbaijan,+,2001,Ongoing
Georgia,Azerbaijan,+,2001,Ongoing
Georgia,Azerbaijan,+,2002,Ongoing
Georgia,Azerbaijan,+,2002,Ongoing
Georgia,Bahrain,+,2001,Ongoing
Georgia,Bahrain,+,2001,Ongoing
Georgia,Bahrain,+,2002,Ongoing
Georgia,Bahrain,+,2002,Ongoing
Georgia,Belgium,+,2001,Ongoing
Georgia,Belgium,+,2001,Ongoing
Georgia,Belgium,+,2002,Ongoing
Georgia,Belgium,+,2002,Ongoing
Georgia,Bosnia and Herzegovina,+,2001,Ongoing
Georgia,Bosnia and Herzegovina,+,2001,Ongoing
Georgia,Bosnia and Herzegovina,+,2002,Ongoing
Georgia,Bosnia and Herzegovina,+,2002,Ongoing
Georgia,Bulgaria,+,2001,Ongoing
Georgia,Bulgaria,+,2001,Ongoing
Georgia,Bulgaria,+,2002,Ongoing
Georgia,Bulgaria,+,2002,Ongoing
Georgia,Canada,+,2001,Ongoing
Georgia,Canada,+,2001,Ongoing
Georgia,Canada,+,2002,Ongoing
Georgia,Canada,+,2002,Ongoing
Georgia,Croatia,+,2001,Ongoing
Georgia,Croatia,+,2001,Ongoing
Georgia,Croatia,+,2002,Ongoing
Georgia,Croatia,+,2002,Ongoing
Georgia,Croatia,+,2002,Ongoing
Georgia,Croatia,+,2002,Ongoing
Georgia,Czech Republic,+,2001,Ongoing
Georgia,Czech Republic,+,2001,Ongoing
Georgia,Czech Republic,+,2001,Ongoing
Georgia,Czech Republic,+,2001,Ongoing
Georgia,Czech Republic,+,2002,Ongoing
Georgia,Czech Republic,+,2002,Ongoing
Georgia,Czech Republic,+,2002,Ongoing
Georgia,Czech Republic,+,2002,Ongoing
