source,target,conflict,relation,start,end,source_id,target_id
United States,Brazil,Acre War,-,1899,1903,USA,BRA
Brazil,Bolivia,Acre War,-,1899,1903,BRA,BOL
Democratic Republic of the Congo,Uganda,ADF insurgency,-,1996,Ongoing,COD,UGA
Afghanistan,Pakistan,Afghanistan–Pakistan border skirmish,-,2017,2017,AFG,PAK
Mali,Burkina Faso,Agacher Strip War,-,1985,1985,MLI,BFA
United States,Iran,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,USA,IRN
United States,Saudi Arabia,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,USA,SAU
United States,Morocco,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,USA,MAR
United States,Yemen,Al-Qaeda insurgency in Yemen,-,1998,Ongoing,USA,YEM
United States,Yemen,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,USA,YEM
Morocco,Saudi Arabia,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,MAR,SAU
Morocco,Yemen,Al-Qaeda insurgency in Yemen,-,1998,Ongoing,MAR,YEM
Morocco,Yemen,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,MAR,YEM
Morocco,Iran,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,MAR,IRN
Iran,Saudi Arabia,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,IRN,SAU
Iran,Yemen,Al-Qaeda insurgency in Yemen,-,1998,Ongoing,IRN,YEM
Iran,Yemen,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,IRN,YEM
Saudi Arabia,Yemen,Al-Qaeda insurgency in Yemen,-,1998,Ongoing,SAU,YEM
Saudi Arabia,Yemen,Al-Qaeda insurgency in Yemen,+,1998,Ongoing,SAU,YEM
Yemen,Jordan,Al-Qaeda insurgency in Yemen,-,1998,Ongoing,YEM,JOR
Saudi Arabia,Yemen,Al-Wadiah War,-,1969,1969,SAU,YEM
France,Syria,Alawite Revolt of 1919,-,1919,1920,FRA,SYR
Albania,Italy,Albanian Rebellion of 1997,-,1997,1997,ALB,ITA
Albania,Germany,Albanian Rebellion of 1997,-,1997,1997,ALB,DEU
Albania,Germany,Albanian Rebellion of 1997,+,1997,1997,ALB,DEU
Turkey,Albania,Albanian Revolt of 1843–44,-,1843,1844,TUR,ALB
Turkey,Albania,Albanian Revolt of 1845,-,1845,1845,TUR,ALB
Turkey,Albania,Albanian Revolt of 1847,-,1839,1847,TUR,ALB
Turkey,Albania,Albanian Revolt of 1910,-,1910,1910,TUR,ALB
Turkey,Albania,Albanian Revolt of 1911,-,1911,1911,TUR,ALB
Turkey,Albania,Albanian Revolt of 1912,-,1912,1912,TUR,ALB
Turkey,Albania,Albanian Revolts of 1833–39,-,1833,1839,TUR,ALB
Egypt,United Kingdom,Alexandria expedition of 1807,-,1807,1807,EGY,GBR
Brazil,Paraguay,American occupation of the Dominican Republic (1965–66),+,1965,1966,BRA,PRY
Brazil,Costa Rica,American occupation of the Dominican Republic (1965–66),+,1965,1966,BRA,CRI
Brazil,Dominica,American occupation of the Dominican Republic (1965–66),-,1965,1966,BRA,DOM
Brazil,Honduras,American occupation of the Dominican Republic (1965–66),+,1965,1966,BRA,HND
Brazil,Nicaragua,American occupation of the Dominican Republic (1965–66),+,1965,1966,BRA,NIC
Paraguay,Costa Rica,American occupation of the Dominican Republic (1965–66),+,1965,1966,PRY,CRI
Paraguay,Dominica,American occupation of the Dominican Republic (1965–66),-,1965,1966,PRY,DOM
Paraguay,Honduras,American occupation of the Dominican Republic (1965–66),+,1965,1966,PRY,HND
Paraguay,Nicaragua,American occupation of the Dominican Republic (1965–66),+,1965,1966,PRY,NIC
Honduras,Nicaragua,American occupation of the Dominican Republic (1965–66),+,1965,1966,HND,NIC
Honduras,Costa Rica,American occupation of the Dominican Republic (1965–66),+,1965,1966,HND,CRI
Honduras,Dominica,American occupation of the Dominican Republic (1965–66),-,1965,1966,HND,DOM
Dominica,Costa Rica,American occupation of the Dominican Republic (1965–66),-,1965,1966,DOM,CRI
Dominica,El Salvador,American occupation of the Dominican Republic (1965–66),-,1965,1966,DOM,SLV
Dominica,Nicaragua,American occupation of the Dominican Republic (1965–66),-,1965,1966,DOM,NIC
Nicaragua,Costa Rica,American occupation of the Dominican Republic (1965–66),+,1965,1966,NIC,CRI
India,Italy,Anglo-Iraqi War,-,1941,1941,IND,ITA
India,Germany,Anglo-Iraqi War,-,1941,1941,IND,DEU
India,Iraq,Anglo-Iraqi War,-,1941,1941,IND,IRQ
United Kingdom,Italy,Anglo-Iraqi War,-,1941,1941,GBR,ITA
United Kingdom,Iraq,Anglo-Iraqi War,-,1941,1941,GBR,IRQ
United Kingdom,Germany,Anglo-Iraqi War,-,1941,1941,GBR,DEU
India,Nepal,Anglo-Nepalese War,-,1814,1816,IND,NPL
India,United Kingdom,Anglo-Persian War,+,1856,1857,IND,GBR
Russia,United Kingdom,Anglo-Russian War (1807–12,-,1807,1812,RUS,GBR
Spain,France,Anglo-Spanish War (1654–60),-,1654,1660,ESP,FRA
Turkey,United Kingdom,Anglo-Turkish War (1807–09),-,1807,1809,TUR,GBR
Portugal,United States,Angolan Civil War,-,1975,2002,PRT,USA
Portugal,China,Angolan Civil War,-,1975,2002,PRT,CHN
United States,Germany,Angolan Civil War,-,1975,2002,USA,DEU
United States,Russia,Angolan Civil War,-,1975,2002,USA,RUS
United States,Cuba,Angolan Civil War,-,1975,2002,USA,CUB
United States,Vietnam,Angolan Civil War,-,1975,2002,USA,VNM
China,Russia,Angolan Civil War,-,1975,2002,CHN,RUS
China,Germany,Angolan Civil War,-,1975,2002,CHN,DEU
China,Cuba,Angolan Civil War,-,1975,2002,CHN,CUB
China,Vietnam,Angolan Civil War,-,1975,2002,CHN,VNM
Cuba,Germany,Angolan Civil War,+,1975,2002,CUB,DEU
Cuba,Russia,Angolan Civil War,+,1975,2002,CUB,RUS
Cuba,Vietnam,Angolan Civil War,+,1975,2002,CUB,VNM
Vietnam,Russia,Angolan Civil War,+,1975,2002,VNM,RUS
Vietnam,Germany,Angolan Civil War,+,1975,2002,VNM,DEU
Russia,Germany,Angolan Civil War,+,1975,2002,RUS,DEU
Portugal,India,Annexation of Dadra and Nagar Haveli,-,1954,1954,PRT,IND
Turkey,Bulgaria,April Uprising,-,1876,1876,TUR,BGR
Turkey,United Kingdom,Arab RevoltPart of World War I,-,1916,1918,TUR,GBR
Egypt,Iraq,Arab–Israeli War,+,1948,1949,EGY,IRQ
Egypt,Israel,Arab–Israeli War,-,1948,1949,EGY,ISR
Syria,Israel,Arab–Israeli War,-,1948,1949,SYR,ISR
Iraq,Israel,Arab–Israeli War,-,1948,1949,IRQ,ISR
Lebanon,Israel,Arab–Israeli War,-,1948,1949,LBN,ISR
Spain,Argentina,Argentine War of Independence,-,1810,1818,ESP,ARG
Spain,Chile,Argentine War of Independence,-,1810,1818,ESP,CHL
Russia,Azerbaijan,Armenian-Azerbaijani border conflict,-,1994,Ongoing,RUS,AZE
Russia,Turkey,Armenian-Azerbaijani border conflict,-,1994,Ongoing,RUS,TUR
Armenia,Azerbaijan,Armenian-Azerbaijani border conflict,-,1994,Ongoing,ARM,AZE
Armenia,Turkey,Armenian-Azerbaijani border conflict,-,1994,Ongoing,ARM,TUR
Armenia,Azerbaijan,Armenian–Azerbaijani clashes,-,2016,2016,ARM,AZE
Armenia,Azerbaijan,Armenian–Azerbaijani clashes,-,2018,2018,ARM,AZE
Turkey,Armenia,Armenian–Azerbaijani War,-,1918,1920,TUR,ARM
Turkey,United Kingdom,Armenian–Azerbaijani War,-,1918,1920,TUR,GBR
Russia,United Kingdom,Armenian–Azerbaijani War,-,1918,1920,RUS,GBR
Russia,Armenia,Armenian–Azerbaijani War,-,1918,1920,RUS,ARM
United Kingdom,Azerbaijan,Armenian–Azerbaijani War,-,1918,1920,GBR,AZE
Armenia,Azerbaijan,Armenian–Azerbaijani War,-,1918,1920,ARM,AZE
Russia,Georgia,August Uprising,-,1924,1924,RUS,GEO
Austria,Italy,Austro-Prussian WarSeven Weeks WarGerman Civil War,-,1866,1866,AUT,ITA
Turkey,Russia,Austro-Russian–Turkish War (1735–39),-,1735,1739,TUR,RUS
Turkey,Austria,Austro-Turkish War (1787–91),-,1787,1791,TUR,AUT
Turkey,Russia,Austro-Turkish War (1787–91),-,1787,1791,TUR,RUS
Turkey,Russia,Azov campaigns,-,1695,1696,TUR,RUS
Iraq,Iran,Balochistan conflict,-,2003,Ongoing,IRQ,IRN
Iraq,Pakistan,Balochistan conflict,-,2003,Ongoing,IRQ,PAK
India,Pakistan,Bangladesh Liberation WarIndo-Pakistani wars and conflicts,-,1971,1971,IND,PAK
Pakistan,Bangladesh,Bangladesh Liberation WarIndo-Pakistani wars and conflicts,-,1971,1971,PAK,BGD
France,Russia,Bar Confederation,-,1768,1772,FRA,RUS
Russia,Afghanistan,Basmachi movementPart of World War I and Russian Civil War,-,1916,1934,RUS,AFG
Afghanistan,Russia,Basmachi movementPart of World War I and Russian Civil War,-,1916,1934,AFG,RUS
Japan,Mongolia,Battle of Khalkhin Gol,-,1939,1939,JPN,MNG
Japan,Russia,Battle of Khalkhin Gol,-,1939,1939,JPN,RUS
Japan,Russia,Battle of Lake Khasan,-,1938,1938,JPN,RUS
Turkey,Hungary,Battle of Mohács,-,1526,1526,TUR,HUN
Turkey,Croatia,Battle of Mohács,-,1526,1526,TUR,HRV
Turkey,Poland,Battle of Mohács,-,1526,1526,TUR,POL
Russia,Armenia,Battle of Mountainous ArmeniaPart of the Russian Civil War,-,1921,1921,RUS,ARM
Armenia,Azerbaijan,Battle of Mountainous ArmeniaPart of the Russian Civil War,-,1921,1921,ARM,AZE
China,Vietnam,Battle of the Paracel Islands,-,1974,1974,CHN,VNM
Turkey,Serbia,Belogradchik rebellion (1836),-,1836,1836,TUR,SRB
United Kingdom,Benin,Benin Expedition of 1897,-,1897,1897,GBR,BEN
Turkey,Bulgaria,Berkovitsa rebellion (1836),-,1836,1836,TUR,BGR
United Kingdom,Bhutan,Bhutan War,-,1864,1865,GBR,BTN
France,Tunisia,Bizerte crisis,-,1961,1961,FRA,TUN
Syria,Jordan,Black September in Jordan,-,1970,1971,SYR,JOR
France,United Kingdom,Boko Haram insurgency,+,2009,Ongoing,FRA,GBR
France,United States,Boko Haram insurgency,+,2009,Ongoing,FRA,USA
France,Canada,Boko Haram insurgency,+,2009,Ongoing,FRA,CAN
France,China,Boko Haram insurgency,+,2009,Ongoing,FRA,CHN
France,Iraq,Boko Haram insurgency,-,2009,Ongoing,FRA,IRQ
France,Iran,Boko Haram insurgency,+,2009,Ongoing,FRA,IRN
France,Cameroon,Boko Haram insurgency,+,2009,Ongoing,FRA,CMR
France,Niger,Boko Haram insurgency,+,2009,Ongoing,FRA,NER
France,Chad,Boko Haram insurgency,+,2009,Ongoing,FRA,TCD
France,Benin,Boko Haram insurgency,+,2009,Ongoing,FRA,BEN
United States,Canada,Boko Haram insurgency,+,2009,Ongoing,USA,CAN
United States,China,Boko Haram insurgency,+,2009,Ongoing,USA,CHN
United States,United Kingdom,Boko Haram insurgency,+,2009,Ongoing,USA,GBR
United States,Iraq,Boko Haram insurgency,-,2009,Ongoing,USA,IRQ
United States,Iran,Boko Haram insurgency,+,2009,Ongoing,USA,IRN
United States,Niger,Boko Haram insurgency,+,2009,Ongoing,USA,NER
United States,Cameroon,Boko Haram insurgency,+,2009,Ongoing,USA,CMR
United States,Chad,Boko Haram insurgency,+,2009,Ongoing,USA,TCD
United States,Benin,Boko Haram insurgency,+,2009,Ongoing,USA,BEN
China,United Kingdom,Boko Haram insurgency,+,2009,Ongoing,CHN,GBR
China,Canada,Boko Haram insurgency,+,2009,Ongoing,CHN,CAN
China,Iraq,Boko Haram insurgency,-,2009,Ongoing,CHN,IRQ
China,Iran,Boko Haram insurgency,+,2009,Ongoing,CHN,IRN
China,Niger,Boko Haram insurgency,+,2009,Ongoing,CHN,NER
China,Cameroon,Boko Haram insurgency,+,2009,Ongoing,CHN,CMR
China,Chad,Boko Haram insurgency,+,2009,Ongoing,CHN,TCD
China,Benin,Boko Haram insurgency,+,2009,Ongoing,CHN,BEN
Canada,United Kingdom,Boko Haram insurgency,+,2009,Ongoing,CAN,GBR
Canada,Iraq,Boko Haram insurgency,-,2009,Ongoing,CAN,IRQ
Canada,Iran,Boko Haram insurgency,+,2009,Ongoing,CAN,IRN
Canada,Chad,Boko Haram insurgency,+,2009,Ongoing,CAN,TCD
Canada,Niger,Boko Haram insurgency,+,2009,Ongoing,CAN,NER
Canada,Cameroon,Boko Haram insurgency,+,2009,Ongoing,CAN,CMR
Canada,Benin,Boko Haram insurgency,+,2009,Ongoing,CAN,BEN
United Kingdom,Iraq,Boko Haram insurgency,-,2009,Ongoing,GBR,IRQ
United Kingdom,Iran,Boko Haram insurgency,+,2009,Ongoing,GBR,IRN
United Kingdom,Niger,Boko Haram insurgency,+,2009,Ongoing,GBR,NER
United Kingdom,Cameroon,Boko Haram insurgency,+,2009,Ongoing,GBR,CMR
United Kingdom,Chad,Boko Haram insurgency,+,2009,Ongoing,GBR,TCD
United Kingdom,Benin,Boko Haram insurgency,+,2009,Ongoing,GBR,BEN
Benin,Iraq,Boko Haram insurgency,-,2009,Ongoing,BEN,IRQ
Benin,Niger,Boko Haram insurgency,+,2009,Ongoing,BEN,NER
Benin,Cameroon,Boko Haram insurgency,+,2009,Ongoing,BEN,CMR
Benin,Chad,Boko Haram insurgency,+,2009,Ongoing,BEN,TCD
Benin,Iran,Boko Haram insurgency,+,2009,Ongoing,BEN,IRN
Iraq,Iran,Boko Haram insurgency,-,2009,Ongoing,IRQ,IRN
Iraq,Israel,Boko Haram insurgency,-,2009,Ongoing,IRQ,ISR
Iraq,Niger,Boko Haram insurgency,-,2009,Ongoing,IRQ,NER
Iraq,Cameroon,Boko Haram insurgency,-,2009,Ongoing,IRQ,CMR
Iraq,Chad,Boko Haram insurgency,-,2009,Ongoing,IRQ,TCD
Iran,Niger,Boko Haram insurgency,+,2009,Ongoing,IRN,NER
Iran,Cameroon,Boko Haram insurgency,+,2009,Ongoing,IRN,CMR
Iran,Chad,Boko Haram insurgency,+,2009,Ongoing,IRN,TCD
Cameroon,Niger,Boko Haram insurgency,+,2009,Ongoing,CMR,NER
Cameroon,Chad,Boko Haram insurgency,+,2009,Ongoing,CMR,TCD
Chad,Niger,Boko Haram insurgency,+,2009,Ongoing,TCD,NER
Spain,Bolivia,Bolivian War of Independence Part of the Spanish American wars of independence,-,1809,1825,ESP,BOL
Japan,France,Boshin WarWar of the Year of the DragonPart of the Japanese Civil War,-,1868,1869,JPN,FRA
Austria,China,Boxer Rebellion,-,1899,1901,AUT,CHN
United States,United Kingdom,Boxer Rebellion,+,1899,1901,USA,GBR
United States,China,Boxer Rebellion,-,1899,1901,USA,CHN
United States,Japan,Boxer Rebellion,+,1899,1901,USA,JPN
United States,Russia,Boxer Rebellion,+,1899,1901,USA,RUS
United States,Italy,Boxer Rebellion,+,1899,1901,USA,ITA
Russia,Italy,Boxer Rebellion,+,1899,1901,RUS,ITA
Russia,United Kingdom,Boxer Rebellion,+,1899,1901,RUS,GBR
Russia,China,Boxer Rebellion,-,1899,1901,RUS,CHN
Russia,Japan,Boxer Rebellion,+,1899,1901,RUS,JPN
Japan,United Kingdom,Boxer Rebellion,+,1899,1901,JPN,GBR
Japan,China,Boxer Rebellion,-,1899,1901,JPN,CHN
Japan,Italy,Boxer Rebellion,+,1899,1901,JPN,ITA
United Kingdom,China,Boxer Rebellion,-,1899,1901,GBR,CHN
United Kingdom,Italy,Boxer Rebellion,+,1899,1901,GBR,ITA
China,Italy,Boxer Rebellion,-,1899,1901,CHN,ITA
Ethiopia,United Kingdom,British Expedition to Abyssinia,-,1868,1868,ETH,GBR
Spain,United Kingdom,British invasions of the Río de la Plata,-,1806,1807,ESP,GBR
United Kingdom,Indonesia,Brunei revolt,-,1962,1962,GBR,IDN
India,Brazil,Cabanagem,-,1835,1840,IND,BRA
Cuba,Germany,Cabinda War,+,1975,Ongoing,CUB,DEU
Cuba,Angola,Cabinda War,+,1975,Ongoing,CUB,AGO
Germany,Angola,Cabinda War,+,1975,Ongoing,DEU,AGO
United States,Vietnam,Cambodian Civil War,-,1967,1975,USA,VNM
India,Cambodia,Cambodian–Dutch War,-,1643,1644,IND,KHM
Cambodia,Thailand,Cambodian–Thai border dispute,-,2008,2012,KHM,THA
Vietnam,Thailand,Cambodian–Vietnamese War,-,1975,1989,VNM,THA
France,Cameroon,Cameroonian Independence War,-,1955,1964,FRA,CMR
United Kingdom,Nicaragua,Campaign of 1856–57,-,1856,1857,GBR,NIC
Honduras,Nicaragua,Campaign of 1856–57,-,1856,1857,HND,NIC
Honduras,Costa Rica,Campaign of 1856–57,+,1856,1857,HND,CRI
Honduras,Guatemala,Campaign of 1856–57,+,1856,1857,HND,GTM
Honduras,El Salvador,Campaign of 1856–57,+,1856,1857,HND,SLV
Nicaragua,Costa Rica,Campaign of 1856–57,-,1856,1857,NIC,CRI
Nicaragua,Guatemala,Campaign of 1856–57,-,1856,1857,NIC,GTM
Nicaragua,El Salvador,Campaign of 1856–57,-,1856,1857,NIC,SLV
Costa Rica,Guatemala,Campaign of 1856–57,+,1856,1857,CRI,GTM
Costa Rica,El Salvador,Campaign of 1856–57,+,1856,1857,CRI,SLV
Guatemala,El Salvador,Campaign of 1856–57,+,1856,1857,GTM,SLV
Spain,France,Catalan Revolt,-,1640,1659,ESP,FRA
Peru,Ecuador,Cenepa War,-,1995,1995,PER,ECU
Bolivia,Paraguay,Chaco War,-,1932,1935,BOL,PRY
France,Libya,Chadian Civil War (1965–79),-,1965,1979,FRA,LBY
Libya,Chad,Chadian Civil War (1965–79),-,1965,1979,LBY,TCD
France,Libya,Chadian–Libyan conflict,-,1978,1987,FRA,LBY
Spain,Argentina,Chilean War of Independence Part of the Spanish American wars of independence,-,1810,1826,ESP,ARG
Spain,Chile,Chilean War of Independence Part of the Spanish American wars of independence,-,1810,1826,ESP,CHL
India,China,China-India border conflicts,-,1967,1967,IND,CHN
Spain,Bolivia,Chincha Islands War,-,1864,1866,ESP,BOL
Spain,Chile,Chincha Islands War,-,1864,1866,ESP,CHL
Spain,Peru,Chincha Islands War,-,1864,1866,ESP,PER
Spain,Ecuador,Chincha Islands War,-,1864,1866,ESP,ECU
Peru,Chile,Chincha Islands War,+,1864,1866,PER,CHL
Peru,Ecuador,Chincha Islands War,+,1864,1866,PER,ECU
Chile,Ecuador,Chincha Islands War,+,1864,1866,CHL,ECU
United States,Philippines,Civil conflict in the Philippines,+,1969,Ongoing,USA,PHL
United States,North Korea,Civil conflict in the Philippines,-,1969,Ongoing,USA,PRK
United States,China,Civil conflict in the Philippines,-,1969,Ongoing,USA,CHN
United States,Libya,Civil conflict in the Philippines,-,1969,Ongoing,USA,LBY
United States,Vietnam,Civil conflict in the Philippines,-,1969,Ongoing,USA,VNM
Vietnam,Philippines,Civil conflict in the Philippines,-,1969,Ongoing,VNM,PHL
China,Philippines,Civil conflict in the Philippines,-,1969,Ongoing,CHN,PHL
Philippines,North Korea,Civil conflict in the Philippines,-,1969,Ongoing,PHL,PRK
Philippines,Libya,Civil conflict in the Philippines,-,1969,Ongoing,PHL,LBY
Norway,Iraq,Civil conflict in the Philippines,-,1969,Ongoing,NOR,IRQ
Norway,Egypt,Civil conflict in the Philippines,-,1969,Ongoing,NOR,EGY
Norway,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,NOR,MYS
United States,Egypt,Civil conflict in the Philippines,-,1969,Ongoing,USA,EGY
United States,Japan,Civil conflict in the Philippines,+,1969,Ongoing,USA,JPN
United States,Australia,Civil conflict in the Philippines,+,1969,Ongoing,USA,AUS
United States,Iraq,Civil conflict in the Philippines,-,1969,Ongoing,USA,IRQ
United States,Philippines,Civil conflict in the Philippines,+,1969,Ongoing,USA,PHL
United States,Indonesia,Civil conflict in the Philippines,+,1969,Ongoing,USA,IDN
United States,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,USA,MYS
United States,Malaysia,Civil conflict in the Philippines,+,1969,Ongoing,USA,MYS
Egypt,Japan,Civil conflict in the Philippines,-,1969,Ongoing,EGY,JPN
Egypt,Philippines,Civil conflict in the Philippines,-,1969,Ongoing,EGY,PHL
Egypt,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,EGY,MYS
Egypt,Indonesia,Civil conflict in the Philippines,-,1969,Ongoing,EGY,IDN
Japan,Australia,Civil conflict in the Philippines,+,1969,Ongoing,JPN,AUS
Japan,Philippines,Civil conflict in the Philippines,+,1969,Ongoing,JPN,PHL
Japan,Iraq,Civil conflict in the Philippines,-,1969,Ongoing,JPN,IRQ
Japan,Indonesia,Civil conflict in the Philippines,+,1969,Ongoing,JPN,IDN
Japan,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,JPN,MYS
Japan,Malaysia,Civil conflict in the Philippines,+,1969,Ongoing,JPN,MYS
Australia,Iraq,Civil conflict in the Philippines,-,1969,Ongoing,AUS,IRQ
Australia,Philippines,Civil conflict in the Philippines,+,1969,Ongoing,AUS,PHL
Australia,Indonesia,Civil conflict in the Philippines,+,1969,Ongoing,AUS,IDN
Australia,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,AUS,MYS
Australia,Malaysia,Civil conflict in the Philippines,+,1969,Ongoing,AUS,MYS
Iraq,Philippines,Civil conflict in the Philippines,-,1969,Ongoing,IRQ,PHL
Iraq,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,IRQ,MYS
Iraq,Indonesia,Civil conflict in the Philippines,-,1969,Ongoing,IRQ,IDN
Philippines,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,PHL,MYS
Philippines,Malaysia,Civil conflict in the Philippines,+,1969,Ongoing,PHL,MYS
Philippines,Indonesia,Civil conflict in the Philippines,+,1969,Ongoing,PHL,IDN
Indonesia,Malaysia,Civil conflict in the Philippines,-,1969,Ongoing,IDN,MYS
Indonesia,Malaysia,Civil conflict in the Philippines,+,1969,Ongoing,IDN,MYS
India,Afghanistan,Civil war in Afghanistan (1996–2001),-,1996,2001,IND,AFG
India,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,IND,PAK
United States,Canada,Civil war in Afghanistan (1996–2001),+,1996,2001,USA,CAN
United States,United Kingdom,Civil war in Afghanistan (1996–2001),+,1996,2001,USA,GBR
United States,Australia,Civil war in Afghanistan (1996–2001),+,1996,2001,USA,AUS
United States,Iran,Civil war in Afghanistan (1996–2001),+,1996,2001,USA,IRN
United States,Afghanistan,Civil war in Afghanistan (1996–2001),-,1996,2001,USA,AFG
United States,Afghanistan,Civil war in Afghanistan (1996–2001),+,1996,2001,USA,AFG
United States,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,USA,PAK
Canada,United Kingdom,Civil war in Afghanistan (1996–2001),+,1996,2001,CAN,GBR
Canada,Australia,Civil war in Afghanistan (1996–2001),+,1996,2001,CAN,AUS
Canada,Iran,Civil war in Afghanistan (1996–2001),+,1996,2001,CAN,IRN
Canada,Afghanistan,Civil war in Afghanistan (1996–2001),-,1996,2001,CAN,AFG
Canada,Afghanistan,Civil war in Afghanistan (1996–2001),+,1996,2001,CAN,AFG
Canada,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,CAN,PAK
Australia,United Kingdom,Civil war in Afghanistan (1996–2001),+,1996,2001,AUS,GBR
Australia,Iran,Civil war in Afghanistan (1996–2001),+,1996,2001,AUS,IRN
Australia,Afghanistan,Civil war in Afghanistan (1996–2001),-,1996,2001,AUS,AFG
Australia,Afghanistan,Civil war in Afghanistan (1996–2001),+,1996,2001,AUS,AFG
Australia,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,AUS,PAK
United Kingdom,Afghanistan,Civil war in Afghanistan (1996–2001),-,1996,2001,GBR,AFG
United Kingdom,Afghanistan,Civil war in Afghanistan (1996–2001),+,1996,2001,GBR,AFG
United Kingdom,Iran,Civil war in Afghanistan (1996–2001),+,1996,2001,GBR,IRN
United Kingdom,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,GBR,PAK
Afghanistan,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,AFG,PAK
Afghanistan,Iran,Civil war in Afghanistan (1996–2001),-,1996,2001,AFG,IRN
Afghanistan,Iran,Civil war in Afghanistan (1996–2001),+,1996,2001,AFG,IRN
Iran,Pakistan,Civil war in Afghanistan (1996–2001),-,1996,2001,IRN,PAK
Russia,Afghanistan,Civil war in Tajikistan,-,1992,1997,RUS,AFG
Russia,Tajikistan,Civil war in Tajikistan,+,1992,1997,RUS,TJK
Afghanistan,Tajikistan,Civil war in Tajikistan,-,1992,1997,AFG,TJK
Afghanistan,Uzbekistan,Civil war in Tajikistan,-,1992,1997,AFG,UZB
Sweden,France,Congo Crisis,-,1960,1965,SWE,FRA
Sweden,China,Congo Crisis,-,1960,1965,SWE,CHN
Sweden,Russia,Congo Crisis,-,1960,1965,SWE,RUS
Sweden,Russia,Congo Crisis,+,1960,1965,SWE,RUS
Sweden,Belgium,Congo Crisis,-,1960,1965,SWE,BEL
Sweden,Cuba,Congo Crisis,-,1960,1965,SWE,CUB
Sweden,Republic of the Congo,Congo Crisis,+,1960,1965,SWE,COG
Sweden,Ghana,Congo Crisis,+,1960,1965,SWE,GHA
Sweden,Tunisia,Congo Crisis,+,1960,1965,SWE,TUN
Sweden,Morocco,Congo Crisis,+,1960,1965,SWE,MAR
Sweden,Ethiopia,Congo Crisis,+,1960,1965,SWE,ETH
Sweden,Republic of Ireland,Congo Crisis,+,1960,1965,SWE,IRL
Sweden,Guinea,Congo Crisis,+,1960,1965,SWE,GIN
Sweden,Mali,Congo Crisis,+,1960,1965,SWE,MLI
Sweden,Sudan,Congo Crisis,+,1960,1965,SWE,SDN
Sweden,Liberia,Congo Crisis,+,1960,1965,SWE,LBR
Sweden,Canada,Congo Crisis,+,1960,1965,SWE,CAN
Sweden,India,Congo Crisis,+,1960,1965,SWE,IND
Sweden,Indonesia,Congo Crisis,+,1960,1965,SWE,IDN
Sweden,Democratic Republic of the Congo,Congo Crisis,+,1960,1965,SWE,COD
Sweden,United States,Congo Crisis,+,1960,1965,SWE,USA
France,India,Congo Crisis,-,1960,1965,FRA,IND
France,United States,Congo Crisis,-,1960,1965,FRA,USA
France,Morocco,Congo Crisis,-,1960,1965,FRA,MAR
France,Tunisia,Congo Crisis,-,1960,1965,FRA,TUN
France,Belgium,Congo Crisis,-,1960,1965,FRA,BEL
France,Belgium,Congo Crisis,+,1960,1965,FRA,BEL
France,Canada,Congo Crisis,-,1960,1965,FRA,CAN
France,China,Congo Crisis,+,1960,1965,FRA,CHN
France,Russia,Congo Crisis,-,1960,1965,FRA,RUS
France,Russia,Congo Crisis,+,1960,1965,FRA,RUS
France,Ethiopia,Congo Crisis,-,1960,1965,FRA,ETH
France,Liberia,Congo Crisis,-,1960,1965,FRA,LBR
France,Republic of the Congo,Congo Crisis,-,1960,1965,FRA,COG
France,Ghana,Congo Crisis,-,1960,1965,FRA,GHA
France,Republic of Ireland,Congo Crisis,-,1960,1965,FRA,IRL
France,Guinea,Congo Crisis,-,1960,1965,FRA,GIN
France,Mali,Congo Crisis,-,1960,1965,FRA,MLI
France,Sudan,Congo Crisis,-,1960,1965,FRA,SDN
France,Indonesia,Congo Crisis,-,1960,1965,FRA,IDN
France,Democratic Republic of the Congo,Congo Crisis,-,1960,1965,FRA,COD
India,United States,Congo Crisis,+,1960,1965,IND,USA
India,Canada,Congo Crisis,+,1960,1965,IND,CAN
India,Belgium,Congo Crisis,-,1960,1965,IND,BEL
India,China,Congo Crisis,-,1960,1965,IND,CHN
India,Russia,Congo Crisis,-,1960,1965,IND,RUS
