source,target,conflict,relation,start,end,source_id,target_id
Azerbaijan,Iran,Taliban insurgency,-,2002,Ongoing,AZE,IRN
Azerbaijan,Bahrain,Taliban insurgency,+,2002,Ongoing,AZE,BHR
Azerbaijan,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,AZE,BIH
Azerbaijan,Czech Republic,Taliban insurgency,+,2002,Ongoing,AZE,CZE
Azerbaijan,Germany,Taliban insurgency,+,2002,Ongoing,AZE,DEU
Azerbaijan,Iceland,Taliban insurgency,+,2002,Ongoing,AZE,ISL
Azerbaijan,Jordan,Taliban insurgency,+,2002,Ongoing,AZE,JOR
Azerbaijan,Luxembourg,Taliban insurgency,+,2002,Ongoing,AZE,LUX
Azerbaijan,Malaysia,Taliban insurgency,+,2002,Ongoing,AZE,MYS
Azerbaijan,Singapore,Taliban insurgency,+,2002,Ongoing,AZE,SGP
Azerbaijan,Slovakia,Taliban insurgency,+,2002,Ongoing,AZE,SVK
Azerbaijan,South Korea,Taliban insurgency,+,2002,Ongoing,AZE,KOR
Azerbaijan,Switzerland,Taliban insurgency,+,2002,Ongoing,AZE,CHE
Azerbaijan,Tonga,Taliban insurgency,+,2002,Ongoing,AZE,TNG
Azerbaijan,Turkey,Taliban insurgency,+,2002,Ongoing,AZE,TUR
Azerbaijan,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,AZE,ARE
Azerbaijan,Pakistan,Taliban insurgency,-,2002,Ongoing,AZE,PAK
Germany,Luxembourg,Taliban insurgency,+,2002,Ongoing,DEU,LUX
Germany,Iran,Taliban insurgency,-,2002,Ongoing,DEU,IRN
Germany,Turkey,Taliban insurgency,+,2002,Ongoing,DEU,TUR
Germany,Bahrain,Taliban insurgency,+,2002,Ongoing,DEU,BHR
Germany,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,DEU,BIH
Germany,Czech Republic,Taliban insurgency,+,2002,Ongoing,DEU,CZE
Germany,Iceland,Taliban insurgency,+,2002,Ongoing,DEU,ISL
Germany,Jordan,Taliban insurgency,+,2002,Ongoing,DEU,JOR
Germany,Malaysia,Taliban insurgency,+,2002,Ongoing,DEU,MYS
Germany,Singapore,Taliban insurgency,+,2002,Ongoing,DEU,SGP
Germany,Slovakia,Taliban insurgency,+,2002,Ongoing,DEU,SVK
Germany,South Korea,Taliban insurgency,+,2002,Ongoing,DEU,KOR
Germany,Switzerland,Taliban insurgency,+,2002,Ongoing,DEU,CHE
Germany,Tonga,Taliban insurgency,+,2002,Ongoing,DEU,TNG
Germany,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,DEU,ARE
Germany,Pakistan,Taliban insurgency,-,2002,Ongoing,DEU,PAK
Iran,Slovakia,Taliban insurgency,-,2002,Ongoing,IRN,SVK
Iran,Luxembourg,Taliban insurgency,-,2002,Ongoing,IRN,LUX
Iran,Turkey,Taliban insurgency,-,2002,Ongoing,IRN,TUR
Iran,Czech Republic,Taliban insurgency,-,2002,Ongoing,IRN,CZE
Iran,Bahrain,Taliban insurgency,-,2002,Ongoing,IRN,BHR
Iran,Bosnia and Herzegovina,Taliban insurgency,-,2002,Ongoing,IRN,BIH
Iran,Iceland,Taliban insurgency,-,2002,Ongoing,IRN,ISL
Iran,Jordan,Taliban insurgency,-,2002,Ongoing,IRN,JOR
Iran,Malaysia,Taliban insurgency,-,2002,Ongoing,IRN,MYS
Iran,Singapore,Taliban insurgency,-,2002,Ongoing,IRN,SGP
Iran,South Korea,Taliban insurgency,-,2002,Ongoing,IRN,KOR
Iran,Switzerland,Taliban insurgency,-,2002,Ongoing,IRN,CHE
Iran,Tonga,Taliban insurgency,-,2002,Ongoing,IRN,TNG
Iran,United Arab Emirates,Taliban insurgency,-,2002,Ongoing,IRN,ARE
Turkey,Slovakia,Taliban insurgency,+,2002,Ongoing,TUR,SVK
Turkey,Luxembourg,Taliban insurgency,+,2002,Ongoing,TUR,LUX
Turkey,South Korea,Taliban insurgency,+,2002,Ongoing,TUR,KOR
Turkey,Bahrain,Taliban insurgency,+,2002,Ongoing,TUR,BHR
Turkey,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,TUR,BIH
Turkey,Czech Republic,Taliban insurgency,+,2002,Ongoing,TUR,CZE
Turkey,Iceland,Taliban insurgency,+,2002,Ongoing,TUR,ISL
Turkey,Jordan,Taliban insurgency,+,2002,Ongoing,TUR,JOR
Turkey,Malaysia,Taliban insurgency,+,2002,Ongoing,TUR,MYS
Turkey,Singapore,Taliban insurgency,+,2002,Ongoing,TUR,SGP
Turkey,Switzerland,Taliban insurgency,+,2002,Ongoing,TUR,CHE
Turkey,Tonga,Taliban insurgency,+,2002,Ongoing,TUR,TNG
Turkey,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,TUR,ARE
Turkey,Pakistan,Taliban insurgency,-,2002,Ongoing,TUR,PAK
Slovakia,Luxembourg,Taliban insurgency,+,2002,Ongoing,SVK,LUX
Slovakia,Bahrain,Taliban insurgency,+,2002,Ongoing,SVK,BHR
Slovakia,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,SVK,BIH
Slovakia,Czech Republic,Taliban insurgency,+,2002,Ongoing,SVK,CZE
Slovakia,Iceland,Taliban insurgency,+,2002,Ongoing,SVK,ISL
Slovakia,Jordan,Taliban insurgency,+,2002,Ongoing,SVK,JOR
Slovakia,Malaysia,Taliban insurgency,+,2002,Ongoing,SVK,MYS
Slovakia,Singapore,Taliban insurgency,+,2002,Ongoing,SVK,SGP
Slovakia,South Korea,Taliban insurgency,+,2002,Ongoing,SVK,KOR
Slovakia,Switzerland,Taliban insurgency,+,2002,Ongoing,SVK,CHE
Slovakia,Tonga,Taliban insurgency,+,2002,Ongoing,SVK,TNG
Slovakia,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,SVK,ARE
Slovakia,Pakistan,Taliban insurgency,-,2002,Ongoing,SVK,PAK
Luxembourg,South Korea,Taliban insurgency,+,2002,Ongoing,LUX,KOR
Luxembourg,Bahrain,Taliban insurgency,+,2002,Ongoing,LUX,BHR
Luxembourg,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,LUX,BIH
Luxembourg,Czech Republic,Taliban insurgency,+,2002,Ongoing,LUX,CZE
Luxembourg,Iceland,Taliban insurgency,+,2002,Ongoing,LUX,ISL
Luxembourg,Jordan,Taliban insurgency,+,2002,Ongoing,LUX,JOR
Luxembourg,Malaysia,Taliban insurgency,+,2002,Ongoing,LUX,MYS
Luxembourg,Singapore,Taliban insurgency,+,2002,Ongoing,LUX,SGP
Luxembourg,Switzerland,Taliban insurgency,+,2002,Ongoing,LUX,CHE
Luxembourg,Tonga,Taliban insurgency,+,2002,Ongoing,LUX,TNG
Luxembourg,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,LUX,ARE
Luxembourg,Pakistan,Taliban insurgency,-,2002,Ongoing,LUX,PAK
Pakistan,Malaysia,Taliban insurgency,-,2002,Ongoing,PAK,MYS
Pakistan,Singapore,Taliban insurgency,-,2002,Ongoing,PAK,SGP
Pakistan,South Korea,Taliban insurgency,-,2002,Ongoing,PAK,KOR
Pakistan,Czech Republic,Taliban insurgency,-,2002,Ongoing,PAK,CZE
Pakistan,Bahrain,Taliban insurgency,-,2002,Ongoing,PAK,BHR
Pakistan,Bosnia and Herzegovina,Taliban insurgency,-,2002,Ongoing,PAK,BIH
Pakistan,Iceland,Taliban insurgency,-,2002,Ongoing,PAK,ISL
Pakistan,Jordan,Taliban insurgency,-,2002,Ongoing,PAK,JOR
Pakistan,Switzerland,Taliban insurgency,-,2002,Ongoing,PAK,CHE
Pakistan,Tonga,Taliban insurgency,-,2002,Ongoing,PAK,TNG
Pakistan,United Arab Emirates,Taliban insurgency,-,2002,Ongoing,PAK,ARE
South Korea,Bahrain,Taliban insurgency,+,2002,Ongoing,KOR,BHR
South Korea,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,KOR,BIH
South Korea,Czech Republic,Taliban insurgency,+,2002,Ongoing,KOR,CZE
South Korea,Iceland,Taliban insurgency,+,2002,Ongoing,KOR,ISL
South Korea,Jordan,Taliban insurgency,+,2002,Ongoing,KOR,JOR
South Korea,Malaysia,Taliban insurgency,+,2002,Ongoing,KOR,MYS
South Korea,Singapore,Taliban insurgency,+,2002,Ongoing,KOR,SGP
South Korea,Switzerland,Taliban insurgency,+,2002,Ongoing,KOR,CHE
South Korea,Tonga,Taliban insurgency,+,2002,Ongoing,KOR,TNG
South Korea,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,KOR,ARE
Jordan,Bahrain,Taliban insurgency,+,2002,Ongoing,JOR,BHR
Jordan,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,JOR,BIH
Jordan,Czech Republic,Taliban insurgency,+,2002,Ongoing,JOR,CZE
Jordan,Iceland,Taliban insurgency,+,2002,Ongoing,JOR,ISL
Jordan,Malaysia,Taliban insurgency,+,2002,Ongoing,JOR,MYS
Jordan,Singapore,Taliban insurgency,+,2002,Ongoing,JOR,SGP
Jordan,Switzerland,Taliban insurgency,+,2002,Ongoing,JOR,CHE
Jordan,Tonga,Taliban insurgency,+,2002,Ongoing,JOR,TNG
Jordan,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,JOR,ARE
Malaysia,Bahrain,Taliban insurgency,+,2002,Ongoing,MYS,BHR
Malaysia,Bosnia and Herzegovina,Taliban insurgency,+,2002,Ongoing,MYS,BIH
Malaysia,Czech Republic,Taliban insurgency,+,2002,Ongoing,MYS,CZE
Malaysia,Iceland,Taliban insurgency,+,2002,Ongoing,MYS,ISL
Malaysia,Singapore,Taliban insurgency,+,2002,Ongoing,MYS,SGP
Malaysia,Switzerland,Taliban insurgency,+,2002,Ongoing,MYS,CHE
Malaysia,Tonga,Taliban insurgency,+,2002,Ongoing,MYS,TNG
Malaysia,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,MYS,ARE
Bosnia and Herzegovina,Bahrain,Taliban insurgency,+,2002,Ongoing,BIH,BHR
Bosnia and Herzegovina,Czech Republic,Taliban insurgency,+,2002,Ongoing,BIH,CZE
Bosnia and Herzegovina,Iceland,Taliban insurgency,+,2002,Ongoing,BIH,ISL
Bosnia and Herzegovina,Singapore,Taliban insurgency,+,2002,Ongoing,BIH,SGP
Bosnia and Herzegovina,Switzerland,Taliban insurgency,+,2002,Ongoing,BIH,CHE
Bosnia and Herzegovina,Tonga,Taliban insurgency,+,2002,Ongoing,BIH,TNG
Bosnia and Herzegovina,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,BIH,ARE
Bahrain,Czech Republic,Taliban insurgency,+,2002,Ongoing,BHR,CZE
Bahrain,Iceland,Taliban insurgency,+,2002,Ongoing,BHR,ISL
Bahrain,Singapore,Taliban insurgency,+,2002,Ongoing,BHR,SGP
Bahrain,Switzerland,Taliban insurgency,+,2002,Ongoing,BHR,CHE
Bahrain,Tonga,Taliban insurgency,+,2002,Ongoing,BHR,TNG
Bahrain,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,BHR,ARE
Czech Republic,Iceland,Taliban insurgency,+,2002,Ongoing,CZE,ISL
Czech Republic,Singapore,Taliban insurgency,+,2002,Ongoing,CZE,SGP
Czech Republic,Switzerland,Taliban insurgency,+,2002,Ongoing,CZE,CHE
Czech Republic,Tonga,Taliban insurgency,+,2002,Ongoing,CZE,TNG
Czech Republic,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,CZE,ARE
Iceland,Singapore,Taliban insurgency,+,2002,Ongoing,ISL,SGP
Iceland,Switzerland,Taliban insurgency,+,2002,Ongoing,ISL,CHE
Iceland,Tonga,Taliban insurgency,+,2002,Ongoing,ISL,TNG
Iceland,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,ISL,ARE
Singapore,Switzerland,Taliban insurgency,+,2002,Ongoing,SGP,CHE
Singapore,Tonga,Taliban insurgency,+,2002,Ongoing,SGP,TNG
Singapore,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,SGP,ARE
Switzerland,Tonga,Taliban insurgency,+,2002,Ongoing,CHE,TNG
Switzerland,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,CHE,ARE
Tonga,United Arab Emirates,Taliban insurgency,+,2002,Ongoing,TNG,ARE
Romania,Russia,Tatarbunary uprising,-,1924,1924,ROU,RUS
United Kingdom,Australia,Tedbury's War,-,1802,1810,GBR,AUS
Spain,Cuba,Ten Years' WarGreat War,-,1868,1878,ESP,CUB
Spain,Mexico,Texas–Indian wars,+,1820,1875,ESP,MEX
Vietnam,Thailand,Thai–Laotian Border War,-,1987,1988,VNM,THA
Thailand,Laos,Thai–Laotian Border War,-,1987,1988,THA,LAO
Denmark,Sweden,Theatre War,-,1788,1789,DNK,SWE
India,Afghanistan,Third Anglo-Afghan War,-,1919,1919,IND,AFG
United Kingdom,Afghanistan,Third Anglo-Afghan War,-,1919,1919,GBR,AFG
Denmark,France,Third Anglo-Dutch WarPart of the Franco-Dutch War,-,1672,1674,DNK,FRA
Austria,Italy,Third Italian War of IndependencePart of the Austro-Prussian War,-,1866,1866,AUT,ITA
Denmark,Austria,Thirty Years' War,-,1618,1648,DNK,AUT
Denmark,Hungary,Thirty Years' War,-,1618,1648,DNK,HUN
Denmark,Spain,Thirty Years' War,-,1618,1648,DNK,ESP
Denmark,France,Thirty Years' War,-,1618,1648,DNK,FRA
Denmark,France,Thirty Years' War,+,1618,1648,DNK,FRA
Denmark,Turkey,Thirty Years' War,-,1618,1648,DNK,TUR
Turkey,Hungary,Thirty Years' War,-,1618,1648,TUR,HUN
Turkey,Spain,Thirty Years' War,-,1618,1648,TUR,ESP
Turkey,Austria,Thirty Years' War,-,1618,1648,TUR,AUT
Spain,France,Thirty Years' War,-,1618,1648,ESP,FRA
France,Austria,Thirty Years' War,-,1618,1648,FRA,AUT
France,Hungary,Thirty Years' War,-,1618,1648,FRA,HUN
Austria,Serbia,Tican's rebellion,-,1807,1807,AUT,SRB
Serbia,Macedonia,Tikveš UprisingPart of the Second Balkan War,-,1913,1913,SRB,MKD
United Kingdom,Afghanistan,Tirah Campaign,-,1897,1898,GBR,AFG
Denmark,Sweden,Torstenson WarPart of the Thirty Years' War,-,1643,1645,DNK,SWE
India,United Kingdom,Travancore Rebellion,-,1808,1809,IND,GBR
Mali,Niger,Tuareg rebellion (2007–09)   part of the Tuareg rebellion,-,2007,2009,MLI,NER
Greece,Turkey,Turkish invasion of Cyprus,-,1974,1974,GRC,TUR
Turkey,Cyprus,Turkish invasion of Cyprus,-,1974,1974,TUR,CYP
Turkey,Russia,Turkish War of Independence,-,1919,1922(Armistice)1923(Treaty),TUR,RUS
France,Russia,Turkish War of Independence,-,1919,1922(Armistice)1923(Treaty),FRA,RUS
Russia,United Kingdom,Turkish War of Independence,-,1919,1922(Armistice)1923(Treaty),RUS,GBR
Russia,Armenia,Turkish War of Independence,-,1919,1922(Armistice)1923(Treaty),RUS,ARM
Russia,Georgia,Turkish War of Independence,-,1919,1922(Armistice)1923(Treaty),RUS,GEO
Russia,Armenia,Turkish–Armenian WarPart of the Turkish War of Independence,-,1920,1920,RUS,ARM
Austria,France,Tyrol RebellionPart of the Napoleonic Wars,-,1809,1809,AUT,FRA
Austria,Italy,Tyrol RebellionPart of the Napoleonic Wars,-,1809,1809,AUT,ITA
Libya,Tanzania,Uganda–Tanzania War,-,1978,1979,LBY,TZA
Libya,Mozambique,Uganda–Tanzania War,-,1978,1979,LBY,MOZ
Uganda,Tanzania,Uganda–Tanzania War,-,1978,1979,UGA,TZA
Uganda,Mozambique,Uganda–Tanzania War,-,1978,1979,UGA,MOZ
United States,Panama,United States invasion of Panama,-,1989,1990,USA,PAN
United States,Haiti,United States occupation of HaitiPart of the Banana Wars,-,1915,1934,USA,HTI
United States,Nicaragua,United States occupation of NicaraguaPart of the Banana Wars,-,1912,1933,USA,NIC
United States,Dominica,United States occupation of the Dominican Republic (1916–24)Part of the Banana Wars,-,1916,1924,USA,DOM
Mexico,United States,United States occupation of VeracruzPart of the Banana Wars,-,1914,1914,MEX,USA
Canada,United Kingdom,Upper Canada RebellionPart of the Rebellions of 1837,-,1837,1838,CAN,GBR
Croatia,Austria,Uprising in Krivošije,-,1869,1869,HRV,AUT
Austria,Albania,Uprising in West Hungary,-,1921,1921,AUT,ALB
Brazil,Uruguay,Uruguayan War,-,1864,1865,BRA,URY
Spain,United States,US occupation of West Florida,-,1810,1810,ESP,USA
United Kingdom,Venezuela,Venezuelan crisis of 1902–03,-,1902,1903,GBR,VEN
Italy,Venezuela,Venezuelan crisis of 1902–03,-,1902,1903,ITA,VEN
Spain,Venezuela,Venezuelan War of Independence,-,1811,1823,ESP,VEN
Spain,Colombia,Venezuelan War of Independence,-,1811,1823,ESP,COL
Spain,United Kingdom,Venezuelan War of Independence,-,1811,1823,ESP,GBR
Venezuela,Colombia,Venezuelan War of Independence,+,1811,1823,VEN,COL
Spain,Vietnam,Vietnam War,-,1955,1975,ESP,VNM
Spain,China,Vietnam War,-,1955,1975,ESP,CHN
Spain,North Korea,Vietnam War,-,1955,1975,ESP,PRK
United States,China,Vietnam War,-,1955,1975,USA,CHN
United States,Australia,Vietnam War,+,1955,1975,USA,AUS
United States,Thailand,Vietnam War,+,1955,1975,USA,THA
United States,North Korea,Vietnam War,-,1955,1975,USA,PRK
United States,South Korea,Vietnam War,+,1955,1975,USA,KOR
United States,Vietnam,Vietnam War,-,1955,1975,USA,VNM
United States,Vietnam,Vietnam War,+,1955,1975,USA,VNM
China,Australia,Vietnam War,-,1955,1975,CHN,AUS
China,New Zealand,Vietnam War,-,1955,1975,CHN,NZL
China,Thailand,Vietnam War,-,1955,1975,CHN,THA
China,Turkey,Vietnam War,-,1955,1975,CHN,TUR
China,Laos,Vietnam War,-,1955,1975,CHN,LAO
China,South Korea,Vietnam War,-,1955,1975,CHN,KOR
China,Vietnam,Vietnam War,-,1955,1975,CHN,VNM
China,Vietnam,Vietnam War,+,1955,1975,CHN,VNM
Australia,Thailand,Vietnam War,+,1955,1975,AUS,THA
Australia,North Korea,Vietnam War,-,1955,1975,AUS,PRK
Australia,South Korea,Vietnam War,+,1955,1975,AUS,KOR
Australia,Vietnam,Vietnam War,-,1955,1975,AUS,VNM
Australia,Vietnam,Vietnam War,+,1955,1975,AUS,VNM
New Zealand,North Korea,Vietnam War,-,1955,1975,NZL,PRK
New Zealand,Vietnam,Vietnam War,-,1955,1975,NZL,VNM
Turkey,North Korea,Vietnam War,-,1955,1975,TUR,PRK
Turkey,Vietnam,Vietnam War,-,1955,1975,TUR,VNM
Thailand,North Korea,Vietnam War,-,1955,1975,THA,PRK
Thailand,South Korea,Vietnam War,+,1955,1975,THA,KOR
Thailand,Vietnam,Vietnam War,-,1955,1975,THA,VNM
Thailand,Vietnam,Vietnam War,+,1955,1975,THA,VNM
Laos,Vietnam,Vietnam War,-,1955,1975,LAO,VNM
Laos,North Korea,Vietnam War,-,1955,1975,LAO,PRK
South Korea,North Korea,Vietnam War,-,1955,1975,KOR,PRK
South Korea,Vietnam,Vietnam War,-,1955,1975,KOR,VNM
South Korea,Vietnam,Vietnam War,+,1955,1975,KOR,VNM
North Korea,Vietnam,Vietnam War,-,1955,1975,PRK,VNM
Laos,Vietnam,Vietnamese invasion of Laos,-,1958,1959,LAO,VNM
Albania,Italy,Vlora War,-,1920,1920,ALB,ITA
Russia,Georgia,War in Abkhazia (1992–93),-,1992,1993,RUS,GEO
United States,Russia,War in Darfur,-,2003,Ongoing,USA,RUS
United States,Sudan,War in Darfur,-,2003,Ongoing,USA,SDN
United States,Eritrea,War in Darfur,+,2003,Ongoing,USA,ERI
Russia,Eritrea,War in Darfur,-,2003,Ongoing,RUS,ERI
Russia,Chad,War in Darfur,-,2003,Ongoing,RUS,TCD
Sudan,Eritrea,War in Darfur,-,2003,Ongoing,SDN,ERI
Sudan,Chad,War in Darfur,-,2003,Ongoing,SDN,TCD
United States,Iraq,War in North-West Pakistan,-,2004,Ongoing,USA,IRQ
United States,Pakistan,War in North-West Pakistan,-,2004,Ongoing,USA,PAK
United States,Uzbekistan,War in North-West Pakistan,-,2004,Ongoing,USA,UZB
Iraq,Pakistan,War in North-West Pakistan,-,2004,Ongoing,IRQ,PAK
Pakistan,Uzbekistan,War in North-West Pakistan,-,2004,Ongoing,PAK,UZB
Ethiopia,United States,War in Somalia,-,2006,2009,ETH,USA
Ethiopia,United States,War in Somalia,+,2006,2009,ETH,USA
Ethiopia,United Kingdom,War in Somalia,-,2006,2009,ETH,GBR
Ethiopia,United Kingdom,War in Somalia,+,2006,2009,ETH,GBR
Ethiopia,Somalia,War in Somalia,-,2006,2009,ETH,SOM
Ethiopia,Somalia,War in Somalia,+,2006,2009,ETH,SOM
Ethiopia,Eritrea,War in Somalia,-,2006,2009,ETH,ERI
Ethiopia,Kenya,War in Somalia,-,2006,2009,ETH,KEN
Ethiopia,Kenya,War in Somalia,+,2006,2009,ETH,KEN
Ethiopia,Uganda,War in Somalia,-,2006,2009,ETH,UGA
Ethiopia,Uganda,War in Somalia,+,2006,2009,ETH,UGA
Ethiopia,Burundi,War in Somalia,-,2006,2009,ETH,BDI
Ethiopia,Burundi,War in Somalia,+,2006,2009,ETH,BDI
United States,United Kingdom,War in Somalia,+,2006,2009,USA,GBR
United States,Somalia,War in Somalia,+,2006,2009,USA,SOM
United States,Kenya,War in Somalia,+,2006,2009,USA,KEN
United States,Uganda,War in Somalia,+,2006,2009,USA,UGA
United States,Burundi,War in Somalia,+,2006,2009,USA,BDI
United Kingdom,Somalia,War in Somalia,+,2006,2009,GBR,SOM
United Kingdom,Kenya,War in Somalia,+,2006,2009,GBR,KEN
United Kingdom,Uganda,War in Somalia,+,2006,2009,GBR,UGA
United Kingdom,Burundi,War in Somalia,+,2006,2009,GBR,BDI
Somalia,Kenya,War in Somalia,+,2006,2009,SOM,KEN
Somalia,Uganda,War in Somalia,+,2006,2009,SOM,UGA
Somalia,Burundi,War in Somalia,+,2006,2009,SOM,BDI
Kenya,Uganda,War in Somalia,+,2006,2009,KEN,UGA
Kenya,Burundi,War in Somalia,+,2006,2009,KEN,BDI
Uganda,Burundi,War in Somalia,+,2006,2009,UGA,BDI
United States,United Kingdom,War in Somalia (2009–present),+,2009,Ongoing,USA,GBR
United States,Somalia,War in Somalia (2009–present),+,2009,Ongoing,USA,SOM
United Kingdom,Somalia,War in Somalia (2009–present),+,2009,Ongoing,GBR,SOM
Egypt,Russia,War of Attrition,+,1967,1970,EGY,RUS
Egypt,Israel,War of Attrition,-,1967,1970,EGY,ISR
Egypt,Jordan,War of Attrition,+,1967,1970,EGY,JOR
Cuba,Israel,War of Attrition,-,1967,1970,CUB,ISR
Syria,Israel,War of Attrition,-,1967,1970,SYR,ISR
Russia,Israel,War of Attrition,-,1967,1970,RUS,ISR
Russia,Jordan,War of Attrition,+,1967,1970,RUS,JOR
Israel,Jordan,War of Attrition,-,1967,1970,ISR,JOR
Portugal,Brazil,War of Independence of Brazil,-,1822,1824,PRT,BRA
Sweden,Russia,War of the Austrian Succession,-,1740,1748,SWE,RUS
Spain,France,War of the Austrian Succession,+,1740,1748,ESP,FRA
Spain,Russia,War of the Austrian Succession,-,1740,1748,ESP,RUS
France,Russia,War of the Austrian Succession,-,1740,1748,FRA,RUS
Peru,Bolivia,War of the Confederation,-,1836,1839,PER,BOL
Peru,Chile,War of the Confederation,+,1836,1839,PER,CHL
Bolivia,Chile,War of the Confederation,-,1836,1839,BOL,CHL
Bolivia,Argentina,War of the Confederation,-,1836,1839,BOL,ARG
France,Austria,War of the Fifth Coalition,-,1809,1809,FRA,AUT
France,Hungary,War of the Fifth Coalition,-,1809,1809,FRA,HUN
France,United Kingdom,War of the Fifth Coalition,-,1809,1809,FRA,GBR
Hungary,Italy,War of the Fifth Coalition,-,1809,1809,HUN,ITA
Austria,Italy,War of the Fifth Coalition,-,1809,1809,AUT,ITA
United Kingdom,Italy,War of the Fifth Coalition,-,1809,1809,GBR,ITA
Portugal,Spain,War of the First Coalition,-,1792,1797,PRT,ESP
Turkey,Spain,War of the First Coalition,-,1792,1797,TUR,ESP
Sweden,Spain,War of the Fourth Coalition,-,1806,1807,SWE,ESP
Sweden,France,War of the Fourth Coalition,-,1806,1807,SWE,FRA
Sweden,France,War of the Fourth Coalition,-,1806,1807,SWE,FRA
Sweden,Italy,War of the Fourth Coalition,-,1806,1807,SWE,ITA
Spain,Russia,War of the Fourth Coalition,-,1806,1807,ESP,RUS
Spain,United Kingdom,War of the Fourth Coalition,-,1806,1807,ESP,GBR
France,Russia,War of the Fourth Coalition,-,1806,1807,FRA,RUS
France,United Kingdom,War of the Fourth Coalition,-,1806,1807,FRA,GBR
France,Italy,War of the Fourth Coalition,+,1806,1807,FRA,ITA
Russia,France,War of the Fourth Coalition,-,1806,1807,RUS,FRA
Russia,Italy,War of the Fourth Coalition,-,1806,1807,RUS,ITA
Russia,United Kingdom,War of the Fourth Coalition,+,1806,1807,RUS,GBR
United Kingdom,France,War of the Fourth Coalition,-,1806,1807,GBR,FRA
United Kingdom,Italy,War of the Fourth Coalition,-,1806,1807,GBR,ITA
France,Italy,War of the Fourth Coalition,+,1806,1807,FRA,ITA
Spain,France,War of the League of Cambrai,-,1508,1516,ESP,FRA
Spain,France,War of the League of Cambrai,+,1508,1516,ESP,FRA
Spain,France,War of the League of Cognac,-,1526,1530,ESP,FRA
Spain,France,War of the Mantuan Succession,-,1628,1631,ESP,FRA
Portugal,Spain,War of the Oranges,-,1801,1801,PRT,ESP
Peru,Chile,War of the Pacific,-,1879,1883,PER,CHL
Bolivia,Chile,War of the Pacific,-,1879,1883,BOL,CHL
Spain,Austria,War of the Polish Succession,-,1733,1738,ESP,AUT
Spain,Poland,War of the Polish Succession,-,1733,1738,ESP,POL
Spain,Russia,War of the Polish Succession,-,1733,1738,ESP,RUS
France,Austria,War of the Polish Succession,-,1733,1738,FRA,AUT
France,Poland,War of the Polish Succession,-,1733,1738,FRA,POL
France,Poland,War of the Polish Succession,+,1733,1738,FRA,POL
France,Russia,War of the Polish Succession,-,1733,1738,FRA,RUS
Poland,Russia,War of the Polish Succession,-,1733,1738,POL,RUS
Poland,Austria,War of the Polish Succession,-,1733,1738,POL,AUT
Portugal,France,War of the Portuguese Succession,-,1580,1583,PRT,FRA
Spain,France,War of the Quadruple Alliance,-,1718,1720,ESP,FRA
Denmark,Turkey,War of the Second Coalition,-,1798,1802,DNK,TUR
Denmark,United Kingdom,War of the Second Coalition,-,1798,1802,DNK,GBR
Denmark,Portugal,War of the Second Coalition,-,1798,1802,DNK,PRT
Denmark,Sweden,War of the Sixth Coalition,-,1812,1814,DNK,SWE
Denmark,Russia,War of the Sixth Coalition,-,1812,1814,DNK,RUS
Denmark,Austria,War of the Sixth Coalition,-,1812,1814,DNK,AUT
Denmark,Portugal,War of the Sixth Coalition,-,1812,1814,DNK,PRT
Sweden,Russia,War of the Sixth Coalition,+,1812,1814,SWE,RUS
Sweden,Austria,War of the Sixth Coalition,+,1812,1814,SWE,AUT
Austria,Russia,War of the Sixth Coalition,+,1812,1814,AUT,RUS
Portugal,France,War of the Spanish Succession,-,1701,1714,PRT,FRA
Portugal,Spain,War of the Spanish Succession,-,1701,1714,PRT,ESP
Portugal,Austria,War of the Spanish Succession,+,1701,1714,PRT,AUT
Spain,France,War of the Spanish Succession,-,1701,1714,ESP,FRA
Spain,Austria,War of the Spanish Succession,-,1701,1714,ESP,AUT
France,Austria,War of the Spanish Succession,-,1701,1714,FRA,AUT
Sweden,Spain,War of the Third Coalition,-,1803,1806,SWE,ESP
Sweden,France,War of the Third Coalition,-,1803,1806,SWE,FRA
Sweden,France,War of the Third Coalition,-,1803,1806,SWE,FRA
